log_timestamp_verbose,log_timestamp_posix,timestamp_verbose,timestamp_posix,interval_sec,msg_source,msg_type,msg_count,msg_served,msg_rejected
2023-07-19 18:11:50.032995,1689804710.0329704,2023-07-19 22:11:50.32,1689804710.032065,300.0,mcity-main,RemoteBSM,2982,NA,NA
2023-07-19 18:11:50.068396,1689804710.0683932,2023-07-19 22:11:50.66,1689804710.066383,300.0,mcity-main,SSM,0,NA,NA
2023-07-19 18:11:50.068427,1689804710.0684268,2023-07-19 22:11:50.68,1689804710.068329,300.0,mcity-main,MAP,299,NA,NA
2023-07-19 18:11:50.068441,1689804710.068441,2023-07-19 22:11:50.68,1689804710.068369,300.0,mcity-main,SPaT,2994,NA,NA
2023-07-19 18:11:50.590571,1689804710.5905645,2023-07-19 22:11:50.588,1689804710.588059,300.0,mcity-main,SRM,0,0,0
2023-07-19 18:16:50.069432,1689805010.069432,2023-07-19 22:16:50.69,1689805010.069308,300.0,mcity-main,SSM,0,NA,NA
2023-07-19 18:16:50.071551,1689805010.0715501,2023-07-19 22:16:50.69,1689805010.069412,300.0,mcity-main,MAP,300,NA,NA
2023-07-19 18:16:50.071574,1689805010.0715697,2023-07-19 22:16:50.69,1689805010.069448,300.0,mcity-main,SPaT,3000,NA,NA
2023-07-19 18:16:50.086619,1689805010.0866165,2023-07-19 22:16:50.86,1689805010.086503,300.0,mcity-main,RemoteBSM,2950,NA,NA
2023-07-19 18:16:50.639046,1689805010.6390395,2023-07-19 22:16:50.624,1689805010.624443,300.0,mcity-main,SRM,0,0,0
2023-07-19 18:21:50.035798,1689805310.0357933,2023-07-19 22:21:50.35,1689805310.035642,300.0,mcity-main,RemoteBSM,2986,NA,NA
2023-07-19 18:21:50.073514,1689805310.073512,2023-07-19 22:21:50.73,1689805310.073369,300.0,mcity-main,SSM,0,NA,NA
2023-07-19 18:21:50.073542,1689805310.0735414,2023-07-19 22:21:50.73,1689805310.073448,300.0,mcity-main,MAP,300,NA,NA
2023-07-19 18:21:50.073555,1689805310.073555,2023-07-19 22:21:50.73,1689805310.073492,300.0,mcity-main,SPaT,3000,NA,NA
2023-07-19 18:21:50.653046,1689805310.6530387,2023-07-19 22:21:50.651,1689805310.651864,300.0,mcity-main,SRM,0,0,0
