log_timestamp_verbose,log_timestamp_posix,timestamp_verbose,timestamp_posix,temporaryId,secMark,latitude,longitude,elevation,speed,heading,type,length,width,onmap_status,position_on_map,current_approach,current_lane,current_signal_group,dist_to_stopbar
2023-07-19 18:06:53.379420,1689804413.3794322,2023-07-19 22:06:53.379,1689804413.379027,939524096,0.301,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:06:53.478426,1689804413.47844,2023-07-19 22:06:53.478,1689804413.478033,939524096,0.302,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:06:53.579653,1689804413.5796745,2023-07-19 22:06:53.579,1689804413.579201,939524096,0.303,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:06:53.684516,1689804413.6845286,2023-07-19 22:06:53.684,1689804413.684074,939524096,0.304,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:06:53.783740,1689804413.7837548,2023-07-19 22:06:53.783,1689804413.783317,939524096,0.305,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:06:53.882142,1689804413.8821557,2023-07-19 22:06:53.881,1689804413.881716,939524096,0.306,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:06:53.985044,1689804413.9850595,2023-07-19 22:06:53.984,1689804413.984519,939524096,0.307,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:06:54.085492,1689804414.0855048,2023-07-19 22:06:54.85,1689804414.085141,939524096,0.308,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:06:54.189283,1689804414.1892998,2023-07-19 22:06:54.188,1689804414.188783,939524096,0.309,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:06:54.295570,1689804414.295586,2023-07-19 22:06:54.295,1689804414.295113,939524096,0.31,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:06:54.388316,1689804414.3883307,2023-07-19 22:06:54.387,1689804414.38791,939524096,0.311,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:06:54.493028,1689804414.493048,2023-07-19 22:06:54.492,1689804414.492515,939524096,0.312,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:06:54.595494,1689804414.595527,2023-07-19 22:06:54.595,1689804414.595031,939524096,0.313,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:06:54.691161,1689804414.6911728,2023-07-19 22:06:54.690,1689804414.69073,939524096,0.314,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:06:54.792800,1689804414.792813,2023-07-19 22:06:54.792,1689804414.79236,939524096,0.315,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:06:54.904452,1689804414.9044743,2023-07-19 22:06:54.903,1689804414.903878,939524096,0.316,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:06:55.002858,1689804415.0028732,2023-07-19 22:06:55.2,1689804415.002392,939524096,0.317,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:06:55.106637,1689804415.1066494,2023-07-19 22:06:55.106,1689804415.106158,939524096,0.318,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:06:55.203866,1689804415.203876,2023-07-19 22:06:55.203,1689804415.203419,939524096,0.319,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
