log_timestamp_verbose,log_timestamp_posix,timestamp_verbose,timestamp_posix,regionalId,intersectionId,msgCount,moy,msom,v1_currState,v1_minEndTime,v1_maxEndTime,v1_elapsedTime,v2_currState,v2_minEndTime,v2_maxEndTime,v2_elapsedTime,v3_currState,v3_minEndTime,v3_maxEndTime,v3_elapsedTime,v4_currState,v4_minEndTime,v4_maxEndTime,v4_elapsedTime,v5_currState,v5_minEndTime,v5_maxEndTime,v5_elapsedTime,v6_currState,v6_minEndTime,v6_maxEndTime,v6_elapsedTime,v7_currState,v7_minEndTime,v7_maxEndTime,v7_elapsedTime,v8_currState,v8_minEndTime,v8_maxEndTime,v8_elapsedTime,p1_currState,p1_minEndTime,p1_maxEndTime,p1_elapsedTime,p2_currState,p2_minEndTime,p2_maxEndTime,p2_elapsedTime,p3_currState,p3_minEndTime,p3_maxEndTime,p3_elapsedTime,p4_currState,p4_minEndTime,p4_maxEndTime,p4_elapsedTime,p5_currState,p5_minEndTime,p5_maxEndTime,p5_elapsedTime,p6_currState,p6_minEndTime,p6_maxEndTime,p6_elapsedTime,p7_currState,p7_minEndTime,p7_maxEndTime,p7_elapsedTime,p8_currState,p8_minEndTime,p8_maxEndTime,p8_elapsedTime
2023-06-14 09:59:27.854715,1686751167.85472,2023-06-14 09:59:27.854320,1686751167.854324,0,2780,11,236999,27853,red,139,139,10,red,439,439,10,permissive_yellow,0,0,10,green,0,0,10,red,139,139,10,red,439,439,10,permissive_yellow,0,0,10,green,0,0,10,do_not_walk,0,0,10,do_not_walk,439,439,10,do_not_walk,0,0,10,do_not_walk,0,0,10,do_not_walk,0,0,10,do_not_walk,439,439,10,do_not_walk,0,0,10,do_not_walk,0,0,10,
2023-06-14 09:59:27.954698,1686751167.9547036,2023-06-14 09:59:27.954324,1686751167.954327,0,2780,12,236999,27953,red,138,138,11,red,438,438,11,permissive_yellow,0,0,11,green,0,0,11,red,138,138,11,red,438,438,11,permissive_yellow,0,0,11,green,0,0,11,do_not_walk,0,0,11,do_not_walk,438,438,11,do_not_walk,0,0,11,do_not_walk,0,0,11,do_not_walk,0,0,11,do_not_walk,438,438,11,do_not_walk,0,0,11,do_not_walk,0,0,11,
2023-06-14 09:59:28.054714,1686751168.0547192,2023-06-14 09:59:28.054343,1686751168.054346,0,2780,13,236999,28053,red,137,137,12,red,437,437,12,permissive_yellow,0,0,12,green,0,0,12,red,137,137,12,red,437,437,12,permissive_yellow,0,0,12,green,0,0,12,do_not_walk,0,0,12,do_not_walk,437,437,12,do_not_walk,0,0,12,do_not_walk,0,0,12,do_not_walk,0,0,12,do_not_walk,437,437,12,do_not_walk,0,0,12,do_not_walk,0,0,12,
2023-06-14 09:59:28.154663,1686751168.154668,2023-06-14 09:59:28.154273,1686751168.154277,0,2780,14,236999,28153,red,136,136,13,red,436,436,13,permissive_yellow,0,0,13,green,0,0,13,red,136,136,13,red,436,436,13,permissive_yellow,0,0,13,green,0,0,13,do_not_walk,0,0,13,do_not_walk,436,436,13,do_not_walk,0,0,13,do_not_walk,0,0,13,do_not_walk,0,0,13,do_not_walk,436,436,13,do_not_walk,0,0,13,do_not_walk,0,0,13,
2023-06-14 09:59:28.255723,1686751168.2557273,2023-06-14 09:59:28.255340,1686751168.255345,0,2780,15,236999,28254,red,135,135,14,red,435,435,14,permissive_yellow,0,0,14,green,0,0,14,red,135,135,14,red,435,435,14,permissive_yellow,0,0,14,green,0,0,14,do_not_walk,0,0,14,do_not_walk,435,435,14,do_not_walk,0,0,14,do_not_walk,0,0,14,do_not_walk,0,0,14,do_not_walk,435,435,14,do_not_walk,0,0,14,do_not_walk,0,0,14,
2023-06-14 09:59:28.354655,1686751168.3546593,2023-06-14 09:59:28.354274,1686751168.354278,0,2780,16,236999,28353,red,134,134,15,red,434,434,15,permissive_yellow,0,0,15,green,0,0,15,red,134,134,15,red,434,434,15,permissive_yellow,0,0,15,green,0,0,15,do_not_walk,0,0,15,do_not_walk,434,434,15,do_not_walk,0,0,15,do_not_walk,0,0,15,do_not_walk,0,0,15,do_not_walk,434,434,15,do_not_walk,0,0,15,do_not_walk,0,0,15,
2023-06-14 09:59:28.454639,1686751168.4546442,2023-06-14 09:59:28.454241,1686751168.454245,0,2780,17,236999,28453,red,133,133,16,red,433,433,16,permissive_yellow,0,0,16,green,0,0,16,red,133,133,16,red,433,433,16,permissive_yellow,0,0,16,green,0,0,16,do_not_walk,0,0,16,do_not_walk,433,433,16,do_not_walk,0,0,16,do_not_walk,0,0,16,do_not_walk,0,0,16,do_not_walk,433,433,16,do_not_walk,0,0,16,do_not_walk,0,0,16,
2023-06-14 09:59:28.554627,1686751168.5546315,2023-06-14 09:59:28.554256,1686751168.55426,0,2780,18,236999,28553,red,132,132,17,red,432,432,17,permissive_yellow,0,0,17,green,0,0,17,red,132,132,17,red,432,432,17,permissive_yellow,0,0,17,green,0,0,17,do_not_walk,0,0,17,do_not_walk,432,432,17,do_not_walk,0,0,17,do_not_walk,0,0,17,do_not_walk,0,0,17,do_not_walk,432,432,17,do_not_walk,0,0,17,do_not_walk,0,0,17,
2023-06-14 09:59:28.654671,1686751168.654676,2023-06-14 09:59:28.654282,1686751168.654286,0,2780,19,236999,28653,red,131,131,18,red,431,431,18,permissive_yellow,0,0,18,green,0,0,18,red,131,131,18,red,431,431,18,permissive_yellow,0,0,18,green,0,0,18,do_not_walk,0,0,18,do_not_walk,431,431,18,do_not_walk,0,0,18,do_not_walk,0,0,18,do_not_walk,0,0,18,do_not_walk,431,431,18,do_not_walk,0,0,18,do_not_walk,0,0,18,
2023-06-14 09:59:28.754744,1686751168.7547483,2023-06-14 09:59:28.754367,1686751168.754371,0,2780,20,236999,28753,red,130,130,19,red,430,430,19,permissive_yellow,0,0,19,green,0,0,19,red,130,130,19,red,430,430,19,permissive_yellow,0,0,19,green,0,0,19,do_not_walk,0,0,19,do_not_walk,430,430,19,do_not_walk,0,0,19,do_not_walk,0,0,19,do_not_walk,0,0,19,do_not_walk,430,430,19,do_not_walk,0,0,19,do_not_walk,0,0,19,
2023-06-14 09:59:28.854687,1686751168.8546915,2023-06-14 09:59:28.854315,1686751168.85432,0,2780,21,236999,28853,red,129,129,20,red,429,429,20,permissive_yellow,0,0,20,green,0,0,20,red,129,129,20,red,429,429,20,permissive_yellow,0,0,20,green,0,0,20,do_not_walk,0,0,20,do_not_walk,429,429,20,do_not_walk,0,0,20,do_not_walk,0,0,20,do_not_walk,0,0,20,do_not_walk,429,429,20,do_not_walk,0,0,20,do_not_walk,0,0,20,
2023-06-14 09:59:28.954701,1686751168.9547057,2023-06-14 09:59:28.954318,1686751168.954321,0,2780,22,236999,28953,red,128,128,21,red,428,428,21,permissive_yellow,0,0,21,green,0,0,21,red,128,128,21,red,428,428,21,permissive_yellow,0,0,21,green,0,0,21,do_not_walk,0,0,21,do_not_walk,428,428,21,do_not_walk,0,0,21,do_not_walk,0,0,21,do_not_walk,0,0,21,do_not_walk,428,428,21,do_not_walk,0,0,21,do_not_walk,0,0,21,
2023-06-14 09:59:29.054786,1686751169.054791,2023-06-14 09:59:29.054394,1686751169.054397,0,2780,23,236999,29053,red,127,127,22,red,427,427,22,permissive_yellow,0,0,22,green,0,0,22,red,127,127,22,red,427,427,22,permissive_yellow,0,0,22,green,0,0,22,do_not_walk,0,0,22,do_not_walk,427,427,22,do_not_walk,0,0,22,do_not_walk,0,0,22,do_not_walk,0,0,22,do_not_walk,427,427,22,do_not_walk,0,0,22,do_not_walk,0,0,22,
2023-06-14 09:59:29.154920,1686751169.1549282,2023-06-14 09:59:29.154527,1686751169.154533,0,2780,24,236999,29153,red,126,126,23,red,426,426,23,permissive_yellow,0,0,23,green,0,0,23,red,126,126,23,red,426,426,23,permissive_yellow,0,0,23,green,0,0,23,do_not_walk,0,0,23,do_not_walk,426,426,23,do_not_walk,0,0,23,do_not_walk,0,0,23,do_not_walk,0,0,23,do_not_walk,426,426,23,do_not_walk,0,0,23,do_not_walk,0,0,23,
2023-06-14 09:59:29.255955,1686751169.2559624,2023-06-14 09:59:29.255562,1686751169.255567,0,2780,25,236999,29254,red,125,125,24,red,425,425,24,permissive_yellow,0,0,24,green,0,0,24,red,125,125,24,red,425,425,24,permissive_yellow,0,0,24,green,0,0,24,do_not_walk,0,0,24,do_not_walk,425,425,24,do_not_walk,0,0,24,do_not_walk,0,0,24,do_not_walk,0,0,24,do_not_walk,425,425,24,do_not_walk,0,0,24,do_not_walk,0,0,24,
2023-06-14 09:59:29.355004,1686751169.3550136,2023-06-14 09:59:29.354501,1686751169.354507,0,2780,26,236999,29353,red,124,124,25,red,424,424,25,permissive_yellow,0,0,25,green,0,0,25,red,124,124,25,red,424,424,25,permissive_yellow,0,0,25,green,0,0,25,do_not_walk,0,0,25,do_not_walk,424,424,25,do_not_walk,0,0,25,do_not_walk,0,0,25,do_not_walk,0,0,25,do_not_walk,424,424,25,do_not_walk,0,0,25,do_not_walk,0,0,25,
2023-06-14 09:59:29.454999,1686751169.4550076,2023-06-14 09:59:29.454508,1686751169.454514,0,2780,27,236999,29453,red,123,123,26,red,423,423,26,permissive_yellow,0,0,26,green,0,0,26,red,123,123,26,red,423,423,26,permissive_yellow,0,0,26,green,0,0,26,do_not_walk,0,0,26,do_not_walk,423,423,26,do_not_walk,0,0,26,do_not_walk,0,0,26,do_not_walk,0,0,26,do_not_walk,423,423,26,do_not_walk,0,0,26,do_not_walk,0,0,26,
2023-06-14 09:59:29.554975,1686751169.5549834,2023-06-14 09:59:29.554497,1686751169.554503,0,2780,28,236999,29553,red,122,122,27,red,422,422,27,permissive_yellow,0,0,27,green,0,0,27,red,122,122,27,red,422,422,27,permissive_yellow,0,0,27,green,0,0,27,do_not_walk,0,0,27,do_not_walk,422,422,27,do_not_walk,0,0,27,do_not_walk,0,0,27,do_not_walk,0,0,27,do_not_walk,422,422,27,do_not_walk,0,0,27,do_not_walk,0,0,27,
2023-06-14 09:59:29.654840,1686751169.6548479,2023-06-14 09:59:29.654404,1686751169.654409,0,2780,29,236999,29653,red,121,121,28,red,421,421,28,permissive_yellow,0,0,28,green,0,0,28,red,121,121,28,red,421,421,28,permissive_yellow,0,0,28,green,0,0,28,do_not_walk,0,0,28,do_not_walk,421,421,28,do_not_walk,0,0,28,do_not_walk,0,0,28,do_not_walk,0,0,28,do_not_walk,421,421,28,do_not_walk,0,0,28,do_not_walk,0,0,28,
2023-06-14 09:59:29.755026,1686751169.7550352,2023-06-14 09:59:29.754456,1686751169.754461,0,2780,30,236999,29753,red,120,120,29,red,420,420,29,permissive_yellow,0,0,29,green,0,0,29,red,120,120,29,red,420,420,29,permissive_yellow,0,0,29,green,0,0,29,do_not_walk,0,0,29,do_not_walk,420,420,29,do_not_walk,0,0,29,do_not_walk,0,0,29,do_not_walk,0,0,29,do_not_walk,420,420,29,do_not_walk,0,0,29,do_not_walk,0,0,29,
2023-06-14 09:59:29.854923,1686751169.8549309,2023-06-14 09:59:29.854482,1686751169.854488,0,2780,31,236999,29853,red,119,119,30,red,419,419,30,permissive_yellow,0,0,30,green,0,0,30,red,119,119,30,red,419,419,30,permissive_yellow,0,0,30,green,0,0,30,do_not_walk,0,0,30,do_not_walk,419,419,30,do_not_walk,0,0,30,do_not_walk,0,0,30,do_not_walk,0,0,30,do_not_walk,419,419,30,do_not_walk,0,0,30,do_not_walk,0,0,30,
2023-06-14 09:59:29.954969,1686751169.954977,2023-06-14 09:59:29.954513,1686751169.954518,0,2780,32,236999,29953,red,118,118,31,red,418,418,31,permissive_yellow,0,0,31,green,0,0,31,red,118,118,31,red,418,418,31,permissive_yellow,0,0,31,green,0,0,31,do_not_walk,0,0,31,do_not_walk,418,418,31,do_not_walk,0,0,31,do_not_walk,0,0,31,do_not_walk,0,0,31,do_not_walk,418,418,31,do_not_walk,0,0,31,do_not_walk,0,0,31,
2023-06-14 09:59:30.054925,1686751170.0549338,2023-06-14 09:59:30.054426,1686751170.05443,0,2780,33,236999,30053,red,117,117,32,red,417,417,32,permissive_yellow,0,0,32,green,0,0,32,red,117,117,32,red,417,417,32,permissive_yellow,0,0,32,green,0,0,32,do_not_walk,0,0,32,do_not_walk,417,417,32,do_not_walk,0,0,32,do_not_walk,0,0,32,do_not_walk,0,0,32,do_not_walk,417,417,32,do_not_walk,0,0,32,do_not_walk,0,0,32,
2023-06-14 09:59:30.154915,1686751170.1549225,2023-06-14 09:59:30.154433,1686751170.154438,0,2780,34,236999,30153,red,116,116,33,red,416,416,33,permissive_yellow,0,0,33,green,0,0,33,red,116,116,33,red,416,416,33,permissive_yellow,0,0,33,green,0,0,33,do_not_walk,0,0,33,do_not_walk,416,416,33,do_not_walk,0,0,33,do_not_walk,0,0,33,do_not_walk,0,0,33,do_not_walk,416,416,33,do_not_walk,0,0,33,do_not_walk,0,0,33,
2023-06-14 09:59:30.256045,1686751170.2560537,2023-06-14 09:59:30.255548,1686751170.255554,0,2780,35,236999,30254,red,115,115,34,red,415,415,34,permissive_yellow,0,0,34,green,0,0,34,red,115,115,34,red,415,415,34,permissive_yellow,0,0,34,green,0,0,34,do_not_walk,0,0,34,do_not_walk,415,415,34,do_not_walk,0,0,34,do_not_walk,0,0,34,do_not_walk,0,0,34,do_not_walk,415,415,34,do_not_walk,0,0,34,do_not_walk,0,0,34,
2023-06-14 09:59:30.354825,1686751170.3548324,2023-06-14 09:59:30.354413,1686751170.354418,0,2780,36,236999,30353,red,114,114,35,red,414,414,35,permissive_yellow,0,0,35,green,0,0,35,red,114,114,35,red,414,414,35,permissive_yellow,0,0,35,green,0,0,35,do_not_walk,0,0,35,do_not_walk,414,414,35,do_not_walk,0,0,35,do_not_walk,0,0,35,do_not_walk,0,0,35,do_not_walk,414,414,35,do_not_walk,0,0,35,do_not_walk,0,0,35,
2023-06-14 09:59:30.454664,1686751170.4546685,2023-06-14 09:59:30.454268,1686751170.454272,0,2780,37,236999,30453,red,113,113,36,red,413,413,36,permissive_yellow,0,0,36,green,0,0,36,red,113,113,36,red,413,413,36,permissive_yellow,0,0,36,green,0,0,36,do_not_walk,0,0,36,do_not_walk,413,413,36,do_not_walk,0,0,36,do_not_walk,0,0,36,do_not_walk,0,0,36,do_not_walk,413,413,36,do_not_walk,0,0,36,do_not_walk,0,0,36,
2023-06-14 09:59:30.554685,1686751170.5546906,2023-06-14 09:59:30.554292,1686751170.554296,0,2780,38,236999,30553,red,112,112,37,red,412,412,37,permissive_yellow,0,0,37,green,0,0,37,red,112,112,37,red,412,412,37,permissive_yellow,0,0,37,green,0,0,37,do_not_walk,0,0,37,do_not_walk,412,412,37,do_not_walk,0,0,37,do_not_walk,0,0,37,do_not_walk,0,0,37,do_not_walk,412,412,37,do_not_walk,0,0,37,do_not_walk,0,0,37,
2023-06-14 09:59:30.654708,1686751170.654713,2023-06-14 09:59:30.654316,1686751170.65432,0,2780,39,236999,30653,red,111,111,38,red,411,411,38,permissive_yellow,0,0,38,green,0,0,38,red,111,111,38,red,411,411,38,permissive_yellow,0,0,38,green,0,0,38,do_not_walk,0,0,38,do_not_walk,411,411,38,do_not_walk,0,0,38,do_not_walk,0,0,38,do_not_walk,0,0,38,do_not_walk,411,411,38,do_not_walk,0,0,38,do_not_walk,0,0,38,
2023-06-14 09:59:30.754725,1686751170.7547293,2023-06-14 09:59:30.754371,1686751170.754375,0,2780,40,236999,30753,red,110,110,39,red,410,410,39,permissive_yellow,0,0,39,green,0,0,39,red,110,110,39,red,410,410,39,permissive_yellow,0,0,39,green,0,0,39,do_not_walk,0,0,39,do_not_walk,410,410,39,do_not_walk,0,0,39,do_not_walk,0,0,39,do_not_walk,0,0,39,do_not_walk,410,410,39,do_not_walk,0,0,39,do_not_walk,0,0,39,
2023-06-14 09:59:30.854734,1686751170.854739,2023-06-14 09:59:30.854358,1686751170.854361,0,2780,41,236999,30853,red,109,109,40,red,409,409,40,permissive_yellow,0,0,40,green,0,0,40,red,109,109,40,red,409,409,40,permissive_yellow,0,0,40,green,0,0,40,do_not_walk,0,0,40,do_not_walk,409,409,40,do_not_walk,0,0,40,do_not_walk,0,0,40,do_not_walk,0,0,40,do_not_walk,409,409,40,do_not_walk,0,0,40,do_not_walk,0,0,40,
2023-06-14 09:59:30.954707,1686751170.9547124,2023-06-14 09:59:30.954311,1686751170.954315,0,2780,42,236999,30953,red,108,108,41,red,408,408,41,permissive_yellow,0,0,41,green,0,0,41,red,108,108,41,red,408,408,41,permissive_yellow,0,0,41,green,0,0,41,do_not_walk,0,0,41,do_not_walk,408,408,41,do_not_walk,0,0,41,do_not_walk,0,0,41,do_not_walk,0,0,41,do_not_walk,408,408,41,do_not_walk,0,0,41,do_not_walk,0,0,41,
2023-06-14 09:59:31.054841,1686751171.0548472,2023-06-14 09:59:31.054356,1686751171.05436,0,2780,43,236999,31053,red,107,107,42,red,407,407,42,permissive_yellow,0,0,42,green,0,0,42,red,107,107,42,red,407,407,42,permissive_yellow,0,0,42,green,0,0,42,do_not_walk,0,0,42,do_not_walk,407,407,42,do_not_walk,0,0,42,do_not_walk,0,0,42,do_not_walk,0,0,42,do_not_walk,407,407,42,do_not_walk,0,0,42,do_not_walk,0,0,42,
2023-06-14 09:59:31.154899,1686751171.1549056,2023-06-14 09:59:31.154428,1686751171.154432,0,2780,44,236999,31153,red,106,106,43,red,406,406,43,permissive_yellow,0,0,43,green,0,0,43,red,106,106,43,red,406,406,43,permissive_yellow,0,0,43,green,0,0,43,do_not_walk,0,0,43,do_not_walk,406,406,43,do_not_walk,0,0,43,do_not_walk,0,0,43,do_not_walk,0,0,43,do_not_walk,406,406,43,do_not_walk,0,0,43,do_not_walk,0,0,43,
2023-06-14 09:59:31.255932,1686751171.2559392,2023-06-14 09:59:31.255451,1686751171.255454,0,2780,45,236999,31254,red,105,105,44,red,405,405,44,permissive_yellow,0,0,44,green,0,0,44,red,105,105,44,red,405,405,44,permissive_yellow,0,0,44,green,0,0,44,do_not_walk,0,0,44,do_not_walk,405,405,44,do_not_walk,0,0,44,do_not_walk,0,0,44,do_not_walk,0,0,44,do_not_walk,405,405,44,do_not_walk,0,0,44,do_not_walk,0,0,44,
2023-06-14 09:59:31.354967,1686751171.3549736,2023-06-14 09:59:31.354466,1686751171.35447,0,2780,46,236999,31353,red,104,104,45,red,404,404,45,permissive_yellow,0,0,45,green,0,0,45,red,104,104,45,red,404,404,45,permissive_yellow,0,0,45,green,0,0,45,do_not_walk,0,0,45,do_not_walk,404,404,45,do_not_walk,0,0,45,do_not_walk,0,0,45,do_not_walk,0,0,45,do_not_walk,404,404,45,do_not_walk,0,0,45,do_not_walk,0,0,45,
2023-06-14 09:59:31.454855,1686751171.4548616,2023-06-14 09:59:31.454382,1686751171.454386,0,2780,47,236999,31453,red,103,103,46,red,403,403,46,permissive_yellow,0,0,46,green,0,0,46,red,103,103,46,red,403,403,46,permissive_yellow,0,0,46,green,0,0,46,do_not_walk,0,0,46,do_not_walk,403,403,46,do_not_walk,0,0,46,do_not_walk,0,0,46,do_not_walk,0,0,46,do_not_walk,403,403,46,do_not_walk,0,0,46,do_not_walk,0,0,46,
2023-06-14 09:59:31.554887,1686751171.554894,2023-06-14 09:59:31.554396,1686751171.5544,0,2780,48,236999,31553,red,102,102,47,red,402,402,47,permissive_yellow,0,0,47,green,0,0,47,red,102,102,47,red,402,402,47,permissive_yellow,0,0,47,green,0,0,47,do_not_walk,0,0,47,do_not_walk,402,402,47,do_not_walk,0,0,47,do_not_walk,0,0,47,do_not_walk,0,0,47,do_not_walk,402,402,47,do_not_walk,0,0,47,do_not_walk,0,0,47,
2023-06-14 09:59:31.654888,1686751171.6548948,2023-06-14 09:59:31.654404,1686751171.654408,0,2780,49,236999,31653,red,101,101,48,red,401,401,48,permissive_yellow,0,0,48,green,0,0,48,red,101,101,48,red,401,401,48,permissive_yellow,0,0,48,green,0,0,48,do_not_walk,0,0,48,do_not_walk,401,401,48,do_not_walk,0,0,48,do_not_walk,0,0,48,do_not_walk,0,0,48,do_not_walk,401,401,48,do_not_walk,0,0,48,do_not_walk,0,0,48,
2023-06-14 09:59:31.754935,1686751171.7549415,2023-06-14 09:59:31.754458,1686751171.754461,0,2780,50,236999,31753,red,100,100,49,red,400,400,49,permissive_yellow,0,0,49,green,0,0,49,red,100,100,49,red,400,400,49,permissive_yellow,0,0,49,green,0,0,49,do_not_walk,0,0,49,do_not_walk,400,400,49,do_not_walk,0,0,49,do_not_walk,0,0,49,do_not_walk,0,0,49,do_not_walk,400,400,49,do_not_walk,0,0,49,do_not_walk,0,0,49,
2023-06-14 09:59:31.854965,1686751171.8549721,2023-06-14 09:59:31.854485,1686751171.854488,0,2780,51,236999,31853,red,99,99,50,red,399,399,50,permissive_yellow,0,0,50,green,0,0,50,red,99,99,50,red,399,399,50,permissive_yellow,0,0,50,green,0,0,50,do_not_walk,0,0,50,do_not_walk,399,399,50,do_not_walk,0,0,50,do_not_walk,0,0,50,do_not_walk,0,0,50,do_not_walk,399,399,50,do_not_walk,0,0,50,do_not_walk,0,0,50,
2023-06-14 09:59:31.955181,1686751171.9551916,2023-06-14 09:59:31.954547,1686751171.954552,0,2780,52,236999,31953,red,98,98,51,red,398,398,51,permissive_yellow,0,0,51,green,0,0,51,red,98,98,51,red,398,398,51,permissive_yellow,0,0,51,green,0,0,51,do_not_walk,0,0,51,do_not_walk,398,398,51,do_not_walk,0,0,51,do_not_walk,0,0,51,do_not_walk,0,0,51,do_not_walk,398,398,51,do_not_walk,0,0,51,do_not_walk,0,0,51,
