log_timestamp_verbose,log_timestamp_posix,timestamp_verbose,timestamp_posix,interval_sec,msg_source,msg_type,msg_count,msg_served,msg_rejected
2023-05-03 12:48:00.341774,1683132480.341743,2023-05-03 16:48:00.300,1683132480.30098,300.0,mcity-main,SRM,0,0,0
2023-05-03 12:53:00.365569,1683132780.3655522,2023-05-03 16:53:00.365,1683132780.365002,300.0,mcity-main,SRM,0,0,0
2023-05-03 12:58:00.397489,1683133080.397474,2023-05-03 16:58:00.396,1683133080.396984,300.0,mcity-main,SRM,0,0,0
2023-05-03 13:03:00.429455,1683133380.4294405,2023-05-03 17:03:00.428,1683133380.428939,300.0,mcity-main,SRM,0,0,0
2023-05-03 13:08:00.461150,1683133680.4611428,2023-05-03 17:08:00.460,1683133680.460901,300.0,mcity-main,SRM,0,0,0
2023-05-03 13:13:00.493068,1683133980.49306,2023-05-03 17:13:00.492,1683133980.492798,300.0,mcity-main,SRM,0,0,0
2023-05-03 13:18:00.529220,1683134280.5292075,2023-05-03 17:18:00.528,1683134280.528885,300.0,mcity-main,SRM,0,0,0
2023-05-03 13:23:00.557255,1683134580.5572443,2023-05-03 17:23:00.556,1683134580.55688,300.0,mcity-main,SRM,0,0,0
2023-05-03 13:28:00.589067,1683134880.58906,2023-05-03 17:28:00.588,1683134880.588788,300.0,mcity-main,SRM,0,0,0
2023-05-03 13:33:00.621422,1683135180.621409,2023-05-03 17:33:00.620,1683135180.620944,300.0,mcity-main,SRM,0,0,0
2023-05-03 13:38:00.653332,1683135480.6533194,2023-05-03 17:38:00.652,1683135480.652895,300.0,mcity-main,SRM,0,0,0
