log_timestamp_verbose,log_timestamp_posix,timestamp_verbose,timestamp_posix,interval_sec,msg_source,msg_type,msg_count,msg_served,msg_rejected
2023-10-08 15:53:30.014036,1696794810.014025,2023-10-08 19:53:30.13,1696794810.013547,300.0,Purdue-stadium,SSM,0,NA,NA
2023-10-08 15:53:30.014157,1696794810.014154,2023-10-08 19:53:30.13,1696794810.013902,300.0,Purdue-stadium,MAP,299,NA,NA
2023-10-08 15:53:30.014209,1696794810.0142066,2023-10-08 19:53:30.14,1696794810.01402,300.0,Purdue-stadium,SPaT,2994,NA,NA
2023-10-08 15:53:30.031841,1696794810.0318298,2023-10-08 19:53:30.31,1696794810.031553,300.0,Purdue-stadium,RemoteBSM,1502,NA,NA
2023-10-08 15:53:30.121664,1696794810.1216495,2023-10-08 19:53:30.121,1696794810.121132,300.0,Purdue-stadium,SRM,0,0,0
2023-10-08 15:58:30.031609,1696795110.031599,2023-10-08 19:58:30.31,1696795110.031326,300.0,Purdue-stadium,SSM,0,NA,NA
2023-10-08 15:58:30.031718,1696795110.031715,2023-10-08 19:58:30.31,1696795110.031483,300.0,Purdue-stadium,MAP,300,NA,NA
2023-10-08 15:58:30.031767,1696795110.0317647,2023-10-08 19:58:30.31,1696795110.031593,300.0,Purdue-stadium,SPaT,3000,NA,NA
2023-10-08 15:58:30.128191,1696795110.1281807,2023-10-08 19:58:30.127,1696795110.12783,300.0,Purdue-stadium,RemoteBSM,1373,NA,NA
2023-10-08 15:58:30.153534,1696795110.1535237,2023-10-08 19:58:30.153,1696795110.153129,300.0,Purdue-stadium,SRM,0,0,0
2023-10-08 16:03:30.036569,1696795410.036558,2023-10-08 20:03:30.36,1696795410.036274,300.0,Purdue-stadium,RemoteBSM,1102,NA,NA
2023-10-08 16:03:30.044220,1696795410.0442092,2023-10-08 20:03:30.43,1696795410.043912,300.0,Purdue-stadium,SSM,0,NA,NA
2023-10-08 16:03:30.044330,1696795410.0443263,2023-10-08 20:03:30.44,1696795410.044087,300.0,Purdue-stadium,MAP,300,NA,NA
2023-10-08 16:03:30.044398,1696795410.0443957,2023-10-08 20:03:30.44,1696795410.044198,300.0,Purdue-stadium,SPaT,3000,NA,NA
2023-10-08 16:03:30.185531,1696795410.1855206,2023-10-08 20:03:30.185,1696795410.185127,300.0,Purdue-stadium,SRM,0,0,0
2023-10-08 16:08:30.044714,1696795710.044702,2023-10-08 20:08:30.44,1696795710.044461,300.0,Purdue-stadium,SSM,0,NA,NA
2023-10-08 16:08:30.044860,1696795710.044855,2023-10-08 20:08:30.44,1696795710.044621,300.0,Purdue-stadium,MAP,300,NA,NA
2023-10-08 16:08:30.044961,1696795710.0449536,2023-10-08 20:08:30.44,1696795710.044732,300.0,Purdue-stadium,SPaT,3000,NA,NA
2023-10-08 16:08:30.191835,1696795710.1918197,2023-10-08 20:08:30.191,1696795710.191601,300.0,Purdue-stadium,RemoteBSM,1393,NA,NA
2023-10-08 16:08:30.217433,1696795710.2174213,2023-10-08 20:08:30.217,1696795710.217121,300.0,Purdue-stadium,SRM,0,0,0
