log_timestamp_verbose,log_timestamp_posix,timestamp_verbose,timestamp_posix,minuteOfYear,msOfMinute,msgCount,regionalID,intersectionID,priorityRequestType,basicVehicleRole,laneID,eTA_Minute,eTA_Second,eTA_Duration,vehicleID,latitude,longitude,elevation,heading,speed
2023-07-19 15:52:46.750676,1689796366.7506828,2023-07-19 19:52:46.750,1689796366.750375,57755,4000,2,0,2780,1,16,4,57755,8000,4000,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-07-19 15:52:50.804650,1689796370.804663,2023-07-19 19:52:50.804,1689796370.804402,57755,8000,4,0,2780,2,16,4,57755,12000,4000,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-07-19 15:52:54.857488,1689796374.857496,2023-07-19 19:52:54.857,1689796374.857267,57755,12000,6,0,2780,2,16,4,57755,16000,4000,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-07-19 15:52:58.911055,1689796378.9110687,2023-07-19 19:52:58.910,1689796378.910841,57755,16000,8,0,2780,2,16,4,57755,20000,4000,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-07-19 15:53:02.946304,1689796382.9463117,2023-07-19 19:53:02.946,1689796382.946146,57755,20000,10,0,2780,2,16,4,57755,24000,4000,939524096,42.3006261,-83.6985983,23.9,1.0,1.0,
2023-07-19 15:53:06.697153,1689796386.6971624,2023-07-19 19:53:06.696,1689796386.696906,57755,24000,12,0,2780,3,16,1,57755,26000,4000,939524096,42.3007965,-83.6985924,23.9,1.0,8.0,
2023-07-19 15:53:16.518190,1689796396.518203,2023-07-19 19:53:16.517,1689796396.517902,57755,34000,15,0,2780,1,16,4,57755,39446,4000,939524096,42.300349,-83.6985962,23.9,358.0,9.0,
2023-07-19 15:53:20.569251,1689796400.5692582,2023-07-19 19:53:20.569,1689796400.569067,57755,38000,17,0,2780,2,16,4,57755,42000,4000,939524096,42.3006033,-83.6985991,23.9,1.0,3.0,
2023-07-19 15:53:24.611879,1689796404.6118863,2023-07-19 19:53:24.611,1689796404.611674,57755,42000,19,0,2780,2,16,4,57755,46000,4000,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-07-19 15:53:28.670066,1689796408.670073,2023-07-19 19:53:28.669,1689796408.66986,57755,46000,21,0,2780,2,16,4,57755,50000,4000,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-07-19 15:53:32.727526,1689796412.7275352,2023-07-19 19:53:32.726,1689796412.726955,57755,50000,23,0,2780,2,16,4,57755,54000,4000,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-07-19 15:53:36.768854,1689796416.768877,2023-07-19 19:53:36.768,1689796416.768446,57755,54000,25,0,2780,2,16,4,57755,58000,4000,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-07-19 15:53:40.832902,1689796420.8329086,2023-07-19 19:53:40.832,1689796420.832779,57755,58000,27,0,2780,2,16,4,57756,2000,4000,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-07-19 15:53:44.879797,1689796424.8798058,2023-07-19 19:53:44.879,1689796424.879669,57756,2000,29,0,2780,2,16,4,57756,6000,4000,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-07-19 15:53:48.930080,1689796428.93009,2023-07-19 19:53:48.929,1689796428.929933,57756,6000,31,0,2780,2,16,4,57756,10000,4000,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-07-19 15:53:52.982085,1689796432.9820962,2023-07-19 19:53:52.981,1689796432.981936,57756,10000,33,0,2780,2,16,4,57756,14000,4000,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-07-19 15:53:57.023845,1689796437.023854,2023-07-19 19:53:57.23,1689796437.023638,57756,15000,35,0,2780,2,16,4,57756,19000,4000,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-07-19 15:54:01.074913,1689796441.0749238,2023-07-19 19:54:01.74,1689796441.074756,57756,19000,37,0,2780,2,16,4,57756,23000,4000,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-07-19 15:54:05.130163,1689796445.1301742,2023-07-19 19:54:05.129,1689796445.13,57756,23000,39,0,2780,2,16,4,57756,27000,4000,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-07-19 15:54:09.182238,1689796449.1822467,2023-07-19 19:54:09.182,1689796449.182085,57756,27000,41,0,2780,2,16,4,57756,31000,4000,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-07-19 15:54:13.248080,1689796453.248085,2023-07-19 19:54:13.247,1689796453.247968,57756,31000,43,0,2780,2,16,4,57756,35000,4000,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-07-19 15:54:17.287395,1689796457.287403,2023-07-19 19:54:17.287,1689796457.287256,57756,35000,45,0,2780,2,16,4,57756,39000,4000,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-07-19 15:54:21.335848,1689796461.335853,2023-07-19 19:54:21.335,1689796461.335737,57756,39000,47,0,2780,2,16,4,57756,43000,4000,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-07-19 15:54:25.399728,1689796465.39974,2023-07-19 19:54:25.399,1689796465.399456,57756,43000,49,0,2780,2,16,4,57756,47000,4000,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-07-19 15:54:29.458773,1689796469.458779,2023-07-19 19:54:29.458,1689796469.458612,57756,47000,51,0,2780,2,16,4,57756,51000,4000,939524096,42.3006312,-83.6985982,23.9,1.0,2.0,
2023-07-19 15:54:32.795439,1689796472.7954478,2023-07-19 19:54:32.795,1689796472.795225,57756,50000,53,0,2780,3,16,1,57756,52000,4000,939524096,42.3007965,-83.6985924,23.9,1.0,8.0,
2023-07-19 15:54:40.585835,1689796480.5858436,2023-07-19 19:54:40.585,1689796480.585634,57756,58000,55,0,2780,1,16,4,57757,5336,4000,939524096,42.3001962,-83.6985865,23.9,359.0,9.0,
2023-07-19 15:54:44.640341,1689796484.6403463,2023-07-19 19:54:44.640,1689796484.640138,57757,2000,57,0,2780,2,16,4,57757,6005,4000,939524096,42.300502,-83.6986019,23.9,0.0,8.0,
2023-07-19 15:54:48.690683,1689796488.690691,2023-07-19 19:54:48.690,1689796488.690476,57757,6000,59,0,2780,2,16,4,57757,10000,4000,939524096,42.3006231,-83.6985984,23.9,1.0,0.0,
2023-07-19 15:54:52.734839,1689796492.7348473,2023-07-19 19:54:52.734,1689796492.73464,57757,10000,61,0,2780,2,16,4,57757,14000,4000,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-07-19 15:54:56.789914,1689796496.789924,2023-07-19 19:54:56.789,1689796496.789697,57757,14000,63,0,2780,2,16,4,57757,18000,4000,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-07-19 15:55:00.853710,1689796500.853716,2023-07-19 19:55:00.853,1689796500.853564,57757,18000,65,0,2780,2,16,4,57757,22000,4000,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
