log_timestamp_verbose,log_timestamp_posix,timestamp_verbose,timestamp_posix,interval_sec,msg_source,msg_type,msg_count,msg_served,msg_rejected
2023-05-03 00:22:26.252437,1683087746.2524283,2023-05-03 04:22:26.252,1683087746.252195,300.0,mcity-main,SRM,0,0,0
2023-05-03 00:27:26.284378,1683088046.2843697,2023-05-03 04:27:26.284,1683088046.284169,300.0,mcity-main,SRM,0,0,0
2023-05-03 00:32:26.316418,1683088346.3164115,2023-05-03 04:32:26.316,1683088346.316191,300.0,mcity-main,SRM,0,0,0
2023-05-03 00:37:26.348417,1683088646.3484104,2023-05-03 04:37:26.348,1683088646.348203,300.0,mcity-main,SRM,0,0,0
2023-05-03 00:42:26.380482,1683088946.3804753,2023-05-03 04:42:26.380,1683088946.380208,300.0,mcity-main,SRM,0,0,0
2023-05-03 00:47:26.412437,1683089246.4124293,2023-05-03 04:47:26.412,1683089246.412212,300.0,mcity-main,SRM,0,0,0
2023-05-03 00:52:26.454347,1683089546.454338,2023-05-03 04:52:26.444,1683089546.444197,300.0,mcity-main,SRM,0,0,0
2023-05-03 00:57:26.476468,1683089846.4764607,2023-05-03 04:57:26.476,1683089846.476207,300.0,mcity-main,SRM,0,0,0
2023-05-03 01:02:26.508403,1683090146.5083966,2023-05-03 05:02:26.508,1683090146.508146,300.0,mcity-main,SRM,0,0,0
2023-05-03 01:07:26.540409,1683090446.5404017,2023-05-03 05:07:26.540,1683090446.540131,300.0,mcity-main,SRM,0,0,0
2023-05-03 01:12:26.572827,1683090746.5728116,2023-05-03 05:12:26.572,1683090746.572343,300.0,mcity-main,SRM,0,0,0
