log_timestamp_verbose,log_timestamp_posix,timestamp_verbose,timestamp_posix,regionalId,intersectionId,msgCount,moy,msom,v1_currState,v1_minEndTime,v1_maxEndTime,v1_elapsedTime,v2_currState,v2_minEndTime,v2_maxEndTime,v2_elapsedTime,v3_currState,v3_minEndTime,v3_maxEndTime,v3_elapsedTime,v4_currState,v4_minEndTime,v4_maxEndTime,v4_elapsedTime,v5_currState,v5_minEndTime,v5_maxEndTime,v5_elapsedTime,v6_currState,v6_minEndTime,v6_maxEndTime,v6_elapsedTime,v7_currState,v7_minEndTime,v7_maxEndTime,v7_elapsedTime,v8_currState,v8_minEndTime,v8_maxEndTime,v8_elapsedTime,p1_currState,p1_minEndTime,p1_maxEndTime,p1_elapsedTime,p2_currState,p2_minEndTime,p2_maxEndTime,p2_elapsedTime,p3_currState,p3_minEndTime,p3_maxEndTime,p3_elapsedTime,p4_currState,p4_minEndTime,p4_maxEndTime,p4_elapsedTime,p5_currState,p5_minEndTime,p5_maxEndTime,p5_elapsedTime,p6_currState,p6_minEndTime,p6_maxEndTime,p6_elapsedTime,p7_currState,p7_minEndTime,p7_maxEndTime,p7_elapsedTime,p8_currState,p8_minEndTime,p8_maxEndTime,p8_elapsedTime
2023-07-19 15:29:44.413880,1689794984.4138873,2023-07-19 15:29:44.413448,1689794984.413453,0,2780,11,287729,44412,red,371,371,10,red,671,671,10,permissive_yellow,321,321,10,green,321,321,10,red,371,371,10,red,671,671,10,permissive_yellow,321,321,10,green,321,321,10,do_not_walk,0,0,10,do_not_walk,671,671,10,do_not_walk,0,0,10,do_not_walk,671,671,10,do_not_walk,0,0,10,do_not_walk,671,671,10,do_not_walk,0,0,10,do_not_walk,671,671,10,
2023-07-19 15:29:44.514057,1689794984.5140648,2023-07-19 15:29:44.513615,1689794984.51362,0,2780,12,287729,44513,red,370,370,11,red,670,670,11,permissive_yellow,320,320,11,green,320,320,11,red,370,370,11,red,670,670,11,permissive_yellow,320,320,11,green,320,320,11,do_not_walk,0,0,11,do_not_walk,670,670,11,do_not_walk,0,0,11,do_not_walk,670,670,11,do_not_walk,0,0,11,do_not_walk,670,670,11,do_not_walk,0,0,11,do_not_walk,670,670,11,
2023-07-19 15:29:44.613959,1689794984.6139698,2023-07-19 15:29:44.613504,1689794984.613509,0,2780,13,287729,44612,red,369,369,12,red,669,669,12,permissive_yellow,319,319,12,green,319,319,12,red,369,369,12,red,669,669,12,permissive_yellow,319,319,12,green,319,319,12,do_not_walk,0,0,12,do_not_walk,669,669,12,do_not_walk,0,0,12,do_not_walk,669,669,12,do_not_walk,0,0,12,do_not_walk,669,669,12,do_not_walk,0,0,12,do_not_walk,669,669,12,
2023-07-19 15:29:44.713894,1689794984.7139008,2023-07-19 15:29:44.713489,1689794984.713493,0,2780,14,287729,44712,red,368,368,13,red,668,668,13,permissive_yellow,318,318,13,green,318,318,13,red,368,368,13,red,668,668,13,permissive_yellow,318,318,13,green,318,318,13,do_not_walk,0,0,13,do_not_walk,668,668,13,do_not_walk,0,0,13,do_not_walk,668,668,13,do_not_walk,0,0,13,do_not_walk,668,668,13,do_not_walk,0,0,13,do_not_walk,668,668,13,
2023-07-19 15:29:44.813873,1689794984.813879,2023-07-19 15:29:44.813464,1689794984.813468,0,2780,15,287729,44812,red,367,367,14,red,667,667,14,permissive_yellow,317,317,14,green,317,317,14,red,367,367,14,red,667,667,14,permissive_yellow,317,317,14,green,317,317,14,do_not_walk,0,0,14,do_not_walk,667,667,14,do_not_walk,0,0,14,do_not_walk,667,667,14,do_not_walk,0,0,14,do_not_walk,667,667,14,do_not_walk,0,0,14,do_not_walk,667,667,14,
2023-07-19 15:29:44.914989,1689794984.9149973,2023-07-19 15:29:44.914522,1689794984.914527,0,2780,16,287729,44913,red,366,366,15,red,666,666,15,permissive_yellow,316,316,15,green,316,316,15,red,366,366,15,red,666,666,15,permissive_yellow,316,316,15,green,316,316,15,do_not_walk,0,0,15,do_not_walk,666,666,15,do_not_walk,0,0,15,do_not_walk,666,666,15,do_not_walk,0,0,15,do_not_walk,666,666,15,do_not_walk,0,0,15,do_not_walk,666,666,15,
2023-07-19 15:29:45.013991,1689794985.0139985,2023-07-19 15:29:45.013561,1689794985.013565,0,2780,17,287729,45012,red,365,365,16,red,665,665,16,permissive_yellow,315,315,16,green,315,315,16,red,365,365,16,red,665,665,16,permissive_yellow,315,315,16,green,315,315,16,do_not_walk,0,0,16,do_not_walk,665,665,16,do_not_walk,0,0,16,do_not_walk,665,665,16,do_not_walk,0,0,16,do_not_walk,665,665,16,do_not_walk,0,0,16,do_not_walk,665,665,16,
2023-07-19 15:29:45.114003,1689794985.1140113,2023-07-19 15:29:45.113522,1689794985.113527,0,2780,18,287729,45112,red,364,364,17,red,664,664,17,permissive_yellow,314,314,17,green,314,314,17,red,364,364,17,red,664,664,17,permissive_yellow,314,314,17,green,314,314,17,do_not_walk,0,0,17,do_not_walk,664,664,17,do_not_walk,0,0,17,do_not_walk,664,664,17,do_not_walk,0,0,17,do_not_walk,664,664,17,do_not_walk,0,0,17,do_not_walk,664,664,17,
2023-07-19 15:29:45.213979,1689794985.2139878,2023-07-19 15:29:45.213537,1689794985.213543,0,2780,19,287729,45212,red,363,363,18,red,663,663,18,permissive_yellow,313,313,18,green,313,313,18,red,363,363,18,red,663,663,18,permissive_yellow,313,313,18,green,313,313,18,do_not_walk,0,0,18,do_not_walk,663,663,18,do_not_walk,0,0,18,do_not_walk,663,663,18,do_not_walk,0,0,18,do_not_walk,663,663,18,do_not_walk,0,0,18,do_not_walk,663,663,18,
2023-07-19 15:29:45.314052,1689794985.3140612,2023-07-19 15:29:45.313608,1689794985.313614,0,2780,20,287729,45312,red,362,362,19,red,662,662,19,permissive_yellow,312,312,19,green,312,312,19,red,362,362,19,red,662,662,19,permissive_yellow,312,312,19,green,312,312,19,do_not_walk,0,0,19,do_not_walk,662,662,19,do_not_walk,0,0,19,do_not_walk,662,662,19,do_not_walk,0,0,19,do_not_walk,662,662,19,do_not_walk,0,0,19,do_not_walk,662,662,19,
2023-07-19 15:29:45.413919,1689794985.4139264,2023-07-19 15:29:45.413512,1689794985.413517,0,2780,21,287729,45412,red,361,361,20,red,661,661,20,permissive_yellow,311,311,20,green,311,311,20,red,361,361,20,red,661,661,20,permissive_yellow,311,311,20,green,311,311,20,do_not_walk,0,0,20,do_not_walk,661,661,20,do_not_walk,0,0,20,do_not_walk,661,661,20,do_not_walk,0,0,20,do_not_walk,661,661,20,do_not_walk,0,0,20,do_not_walk,661,661,20,
2023-07-19 15:29:45.513884,1689794985.5138924,2023-07-19 15:29:45.513412,1689794985.513417,0,2780,22,287729,45512,red,360,360,21,red,660,660,21,permissive_yellow,310,310,21,green,310,310,21,red,360,360,21,red,660,660,21,permissive_yellow,310,310,21,green,310,310,21,do_not_walk,0,0,21,do_not_walk,660,660,21,do_not_walk,0,0,21,do_not_walk,660,660,21,do_not_walk,0,0,21,do_not_walk,660,660,21,do_not_walk,0,0,21,do_not_walk,660,660,21,
2023-07-19 15:29:45.613996,1689794985.6140041,2023-07-19 15:29:45.613543,1689794985.613549,0,2780,23,287729,45612,red,359,359,22,red,659,659,22,permissive_yellow,309,309,22,green,309,309,22,red,359,359,22,red,659,659,22,permissive_yellow,309,309,22,green,309,309,22,do_not_walk,0,0,22,do_not_walk,659,659,22,do_not_walk,0,0,22,do_not_walk,659,659,22,do_not_walk,0,0,22,do_not_walk,659,659,22,do_not_walk,0,0,22,do_not_walk,659,659,22,
2023-07-19 15:29:45.714530,1689794985.71454,2023-07-19 15:29:45.713989,1689794985.713995,0,2780,24,287729,45712,red,358,358,23,red,658,658,23,permissive_yellow,308,308,23,green,308,308,23,red,358,358,23,red,658,658,23,permissive_yellow,308,308,23,green,308,308,23,do_not_walk,0,0,23,do_not_walk,658,658,23,do_not_walk,0,0,23,do_not_walk,658,658,23,do_not_walk,0,0,23,do_not_walk,658,658,23,do_not_walk,0,0,23,do_not_walk,658,658,23,
2023-07-19 15:29:45.814011,1689794985.8140187,2023-07-19 15:29:45.813575,1689794985.81358,0,2780,25,287729,45812,red,357,357,24,red,657,657,24,permissive_yellow,307,307,24,green,307,307,24,red,357,357,24,red,657,657,24,permissive_yellow,307,307,24,green,307,307,24,do_not_walk,0,0,24,do_not_walk,657,657,24,do_not_walk,0,0,24,do_not_walk,657,657,24,do_not_walk,0,0,24,do_not_walk,657,657,24,do_not_walk,0,0,24,do_not_walk,657,657,24,
2023-07-19 15:29:45.914823,1689794985.9148288,2023-07-19 15:29:45.914405,1689794985.91441,0,2780,26,287729,45913,red,356,356,25,red,656,656,25,permissive_yellow,306,306,25,green,306,306,25,red,356,356,25,red,656,656,25,permissive_yellow,306,306,25,green,306,306,25,do_not_walk,0,0,25,do_not_walk,656,656,25,do_not_walk,0,0,25,do_not_walk,656,656,25,do_not_walk,0,0,25,do_not_walk,656,656,25,do_not_walk,0,0,25,do_not_walk,656,656,25,
2023-07-19 15:29:46.013946,1689794986.0139532,2023-07-19 15:29:46.013519,1689794986.013524,0,2780,27,287729,46012,red,355,355,26,red,655,655,26,permissive_yellow,305,305,26,green,305,305,26,red,355,355,26,red,655,655,26,permissive_yellow,305,305,26,green,305,305,26,do_not_walk,0,0,26,do_not_walk,655,655,26,do_not_walk,0,0,26,do_not_walk,655,655,26,do_not_walk,0,0,26,do_not_walk,655,655,26,do_not_walk,0,0,26,do_not_walk,655,655,26,
2023-07-19 15:29:46.113829,1689794986.1138365,2023-07-19 15:29:46.113408,1689794986.113414,0,2780,28,287729,46112,red,354,354,27,red,654,654,27,permissive_yellow,304,304,27,green,304,304,27,red,354,354,27,red,654,654,27,permissive_yellow,304,304,27,green,304,304,27,do_not_walk,0,0,27,do_not_walk,654,654,27,do_not_walk,0,0,27,do_not_walk,654,654,27,do_not_walk,0,0,27,do_not_walk,654,654,27,do_not_walk,0,0,27,do_not_walk,654,654,27,
2023-07-19 15:29:46.213790,1689794986.2137976,2023-07-19 15:29:46.213386,1689794986.213391,0,2780,29,287729,46212,red,353,353,28,red,653,653,28,permissive_yellow,303,303,28,green,303,303,28,red,353,353,28,red,653,653,28,permissive_yellow,303,303,28,green,303,303,28,do_not_walk,0,0,28,do_not_walk,653,653,28,do_not_walk,0,0,28,do_not_walk,653,653,28,do_not_walk,0,0,28,do_not_walk,653,653,28,do_not_walk,0,0,28,do_not_walk,653,653,28,
2023-07-19 15:29:46.313855,1689794986.3138623,2023-07-19 15:29:46.313452,1689794986.313457,0,2780,30,287729,46312,red,352,352,29,red,652,652,29,permissive_yellow,302,302,29,green,302,302,29,red,352,352,29,red,652,652,29,permissive_yellow,302,302,29,green,302,302,29,do_not_walk,0,0,29,do_not_walk,652,652,29,do_not_walk,0,0,29,do_not_walk,652,652,29,do_not_walk,0,0,29,do_not_walk,652,652,29,do_not_walk,0,0,29,do_not_walk,652,652,29,
2023-07-19 15:29:46.413930,1689794986.4139373,2023-07-19 15:29:46.413504,1689794986.413508,0,2780,31,287729,46412,red,351,351,30,red,651,651,30,permissive_yellow,301,301,30,green,301,301,30,red,351,351,30,red,651,651,30,permissive_yellow,301,301,30,green,301,301,30,do_not_walk,0,0,30,do_not_walk,651,651,30,do_not_walk,0,0,30,do_not_walk,651,651,30,do_not_walk,0,0,30,do_not_walk,651,651,30,do_not_walk,0,0,30,do_not_walk,651,651,30,
2023-07-19 15:29:46.514024,1689794986.5140321,2023-07-19 15:29:46.513560,1689794986.513566,0,2780,32,287729,46512,red,350,350,31,red,650,650,31,permissive_yellow,0,0,31,green,0,0,31,red,350,350,31,red,650,650,31,permissive_yellow,0,0,31,green,0,0,31,do_not_walk,0,0,31,do_not_walk,650,650,31,do_not_walk,0,0,31,do_not_walk,0,0,31,do_not_walk,0,0,31,do_not_walk,650,650,31,do_not_walk,0,0,31,do_not_walk,0,0,31,
2023-07-19 15:29:46.614580,1689794986.614596,2023-07-19 15:29:46.613975,1689794986.613983,0,2780,33,287729,46613,red,349,349,32,red,649,649,32,permissive_yellow,0,0,32,green,0,0,32,red,349,349,32,red,649,649,32,permissive_yellow,0,0,32,green,0,0,32,do_not_walk,0,0,32,do_not_walk,649,649,32,do_not_walk,0,0,32,do_not_walk,0,0,32,do_not_walk,0,0,32,do_not_walk,649,649,32,do_not_walk,0,0,32,do_not_walk,0,0,32,
2023-07-19 15:29:46.714042,1689794986.714051,2023-07-19 15:29:46.713587,1689794986.713593,0,2780,34,287729,46712,red,348,348,33,red,648,648,33,permissive_yellow,0,0,33,green,0,0,33,red,348,348,33,red,648,648,33,permissive_yellow,0,0,33,green,0,0,33,do_not_walk,0,0,33,do_not_walk,648,648,33,do_not_walk,0,0,33,do_not_walk,0,0,33,do_not_walk,0,0,33,do_not_walk,648,648,33,do_not_walk,0,0,33,do_not_walk,0,0,33,
2023-07-19 15:29:46.813813,1689794986.8138201,2023-07-19 15:29:46.813355,1689794986.81336,0,2780,35,287729,46812,red,347,347,34,red,647,647,34,permissive_yellow,0,0,34,green,0,0,34,red,347,347,34,red,647,647,34,permissive_yellow,0,0,34,green,0,0,34,do_not_walk,0,0,34,do_not_walk,647,647,34,do_not_walk,0,0,34,do_not_walk,0,0,34,do_not_walk,0,0,34,do_not_walk,647,647,34,do_not_walk,0,0,34,do_not_walk,0,0,34,
