log_timestamp_verbose,log_timestamp_posix,timestamp_verbose,timestamp_posix,minuteOfYear,msOfMinute,msgCount,regionalID,intersectionID,priorityRequestType,basicVehicleRole,laneID,eTA_Minute,eTA_Second,eTA_Duration,vehicleID,latitude,longitude,elevation,heading,speed
2023-06-13 09:54:03.900836,1686664443.900842,2023-06-13 13:54:03.900,1686664443.900587,36008,19000,91,0,2780,1,16,4,0,4,4,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-06-13 09:54:07.952842,1686664447.9528534,2023-06-13 13:54:07.952,1686664447.952606,36008,23000,93,0,2780,2,16,4,0,4,4,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-06-13 09:54:12.002815,1686664452.0028205,2023-06-13 13:54:12.2,1686664452.002607,36008,27000,95,0,2780,2,16,4,0,4,4,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-06-13 09:54:16.052960,1686664456.0529654,2023-06-13 13:54:16.52,1686664456.05273,36008,31000,97,0,2780,2,16,4,0,4,4,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-06-13 09:54:20.103426,1686664460.103432,2023-06-13 13:54:20.103,1686664460.103233,36008,35000,99,0,2780,2,16,4,0,4,4,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-06-13 09:54:24.154881,1686664464.154887,2023-06-13 13:54:24.154,1686664464.154666,36008,40000,101,0,2780,2,16,4,0,4,4,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-06-13 09:54:28.206346,1686664468.2063525,2023-06-13 13:54:28.206,1686664468.206177,36008,44000,103,0,2780,2,16,4,0,4,4,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-06-13 09:54:32.258416,1686664472.2584226,2023-06-13 13:54:32.258,1686664472.258242,36008,48000,105,0,2780,2,16,4,0,4,4,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-06-13 09:54:36.304215,1686664476.3042207,2023-06-13 13:54:36.304,1686664476.304048,36008,52000,107,0,2780,2,16,4,0,4,4,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-06-13 09:54:40.355527,1686664480.3555355,2023-06-13 13:54:40.355,1686664480.355315,36008,56000,109,0,2780,2,16,4,0,4,4,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-06-13 09:54:44.407561,1686664484.4075663,2023-06-13 13:54:44.407,1686664484.407351,36009,0,111,0,2780,2,16,4,0,4,4,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-06-13 09:54:48.464685,1686664488.4646907,2023-06-13 13:54:48.464,1686664488.464504,36009,4000,113,0,2780,2,16,4,0,4,4,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-06-13 09:54:52.516841,1686664492.5168536,2023-06-13 13:54:52.516,1686664492.51662,36009,8000,115,0,2780,2,16,4,0,4,4,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-06-13 09:54:56.562988,1686664496.562993,2023-06-13 13:54:56.562,1686664496.562802,36009,12000,117,0,2780,2,16,4,0,4,4,939524096,42.3006312,-83.6985982,23.9,1.0,2.0,
2023-06-13 09:55:05.680280,1686664505.6802855,2023-06-13 13:55:05.680,1686664505.680112,36009,21000,119,0,2780,1,16,5,0,9,4,939524096,42.3000426,-83.698569,23.9,350.0,9.0,
2023-06-13 09:55:09.731679,1686664509.7316844,2023-06-13 13:55:09.731,1686664509.73146,36009,25000,121,0,2780,2,16,4,0,5,4,939524096,42.300349,-83.6985962,23.9,358.0,9.0,
2023-06-13 09:55:13.785035,1686664513.7850406,2023-06-13 13:55:13.784,1686664513.784829,36009,29000,123,0,2780,2,16,4,0,4,4,939524096,42.3006033,-83.6985991,23.9,1.0,3.0,
2023-06-13 09:55:17.835450,1686664517.8354557,2023-06-13 13:55:17.835,1686664517.835262,36009,33000,125,0,2780,2,16,4,0,4,4,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-06-13 09:55:21.888153,1686664521.8881583,2023-06-13 13:55:21.888,1686664521.888015,36009,37000,127,0,2780,2,16,4,0,4,4,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
