log_timestamp_verbose,log_timestamp_posix,timestamp_verbose,timestamp_posix,interval_sec,msg_source,msg_type,msg_count,msg_served,msg_rejected
2023-06-13 09:28:48.064886,1686662928.0648837,2023-06-13 13:28:48.64,1686662928.064658,300.0,mcity-main,SSM,0,NA,NA
2023-06-13 09:28:48.064920,1686662928.0649192,2023-06-13 13:28:48.64,1686662928.064812,300.0,mcity-main,MAP,298,NA,NA
2023-06-13 09:28:48.064933,1686662928.0649328,2023-06-13 13:28:48.64,1686662928.064848,300.0,mcity-main,SPaT,2990,NA,NA
2023-06-13 09:28:48.977856,1686662928.9778512,2023-06-13 13:28:48.977,1686662928.977655,300.0,mcity-main,SRM,0,0,0
2023-06-13 09:33:48.073420,1686663228.073418,2023-06-13 13:33:48.73,1686663228.073267,300.0,mcity-main,SSM,0,NA,NA
2023-06-13 09:33:48.073452,1686663228.0734518,2023-06-13 13:33:48.73,1686663228.073323,300.0,mcity-main,MAP,300,NA,NA
2023-06-13 09:33:48.073466,1686663228.0734653,2023-06-13 13:33:48.73,1686663228.073358,300.0,mcity-main,SPaT,3000,NA,NA
2023-06-13 09:33:49.005913,1686663229.0059109,2023-06-13 13:33:49.5,1686663229.005744,300.0,mcity-main,SRM,0,0,0
2023-06-13 09:38:48.082702,1686663528.0826998,2023-06-13 13:38:48.82,1686663528.08257,300.0,mcity-main,SSM,0,NA,NA
2023-06-13 09:38:48.082734,1686663528.082734,2023-06-13 13:38:48.82,1686663528.082625,300.0,mcity-main,MAP,300,NA,NA
2023-06-13 09:38:48.082747,1686663528.0827472,2023-06-13 13:38:48.82,1686663528.08266,300.0,mcity-main,SPaT,3000,NA,NA
2023-06-13 09:38:49.037821,1686663529.0378187,2023-06-13 13:38:49.37,1686663529.037684,300.0,mcity-main,SRM,0,0,0
2023-06-13 09:43:49.070280,1686663829.0702655,2023-06-13 13:43:49.69,1686663829.069811,300.0,mcity-main,SRM,0,0,0
2023-06-13 09:43:58.270414,1686663838.2704122,2023-06-13 13:43:58.270,1686663838.270275,300.0,mcity-main,SSM,0,NA,NA
2023-06-13 09:43:58.270447,1686663838.2704468,2023-06-13 13:43:58.270,1686663838.270331,300.0,mcity-main,MAP,296,NA,NA
2023-06-13 09:43:58.270461,1686663838.2704608,2023-06-13 13:43:58.270,1686663838.270364,300.0,mcity-main,SPaT,2960,NA,NA
2023-06-13 09:48:49.101851,1686664129.101847,2023-06-13 13:48:49.101,1686664129.10171,300.0,mcity-main,SRM,0,0,0
2023-06-13 09:48:58.056094,1686664138.0560918,2023-06-13 13:48:58.55,1686664138.055946,300.0,mcity-main,SSM,0,NA,NA
2023-06-13 09:48:58.056126,1686664138.0561259,2023-06-13 13:48:58.56,1686664138.056004,300.0,mcity-main,MAP,300,NA,NA
2023-06-13 09:48:58.056140,1686664138.0561397,2023-06-13 13:48:58.56,1686664138.056038,300.0,mcity-main,SPaT,2998,NA,NA
2023-06-13 09:53:49.133890,1686664429.133885,2023-06-13 13:53:49.133,1686664429.133714,300.0,mcity-main,SRM,0,0,0
2023-06-13 09:53:58.065003,1686664438.0650008,2023-06-13 13:53:58.64,1686664438.064859,300.0,mcity-main,SSM,0,NA,NA
2023-06-13 09:53:58.065037,1686664438.065037,2023-06-13 13:53:58.64,1686664438.064916,300.0,mcity-main,MAP,300,NA,NA
2023-06-13 09:53:58.065051,1686664438.0650506,2023-06-13 13:53:58.64,1686664438.06495,300.0,mcity-main,SPaT,3000,NA,NA
2023-06-13 09:54:03.900877,1686664443.9008765,2023-06-13 13:54:03.900,1686664443.900759,300.0,mcity-main,RemoteBSM,0,NA,NA
2023-06-13 09:58:49.549843,1686664729.5498405,2023-06-13 13:58:49.549,1686664729.549723,300.0,mcity-main,SRM,68,68,0
2023-06-13 09:58:58.074138,1686664738.0741363,2023-06-13 13:58:58.74,1686664738.074012,300.0,mcity-main,SSM,285,NA,NA
2023-06-13 09:58:58.074169,1686664738.074169,2023-06-13 13:58:58.74,1686664738.074067,300.0,mcity-main,MAP,300,NA,NA
2023-06-13 09:58:58.074182,1686664738.0741816,2023-06-13 13:58:58.74,1686664738.0741,300.0,mcity-main,SPaT,3000,NA,NA
2023-06-13 09:59:06.722216,1686664746.7222157,2023-06-13 13:59:06.722,1686664746.722086,300.0,mcity-main,RemoteBSM,0,NA,NA
2023-06-13 10:03:50.349886,1686665030.349883,2023-06-13 14:03:50.349,1686665030.349748,300.0,mcity-main,SRM,71,71,0
2023-06-13 10:03:58.083226,1686665038.0832236,2023-06-13 14:03:58.83,1686665038.083087,300.0,mcity-main,SSM,284,NA,NA
2023-06-13 10:03:58.083258,1686665038.0832577,2023-06-13 14:03:58.83,1686665038.083144,300.0,mcity-main,MAP,300,NA,NA
2023-06-13 10:03:58.083271,1686665038.0832713,2023-06-13 14:03:58.83,1686665038.083178,300.0,mcity-main,SPaT,3000,NA,NA
2023-06-13 10:04:08.558413,1686665048.5584114,2023-06-13 14:04:08.558,1686665048.558242,300.0,mcity-main,RemoteBSM,0,NA,NA
2023-06-13 10:08:51.149918,1686665331.149912,2023-06-13 14:08:51.149,1686665331.149683,300.0,mcity-main,SRM,72,72,0
2023-06-13 10:08:58.092679,1686665338.092677,2023-06-13 14:08:58.92,1686665338.092529,300.0,mcity-main,SSM,290,NA,NA
2023-06-13 10:08:58.092710,1686665338.0927098,2023-06-13 14:08:58.92,1686665338.092585,300.0,mcity-main,MAP,300,NA,NA
2023-06-13 10:08:58.092724,1686665338.0927234,2023-06-13 14:08:58.92,1686665338.092619,300.0,mcity-main,SPaT,3000,NA,NA
2023-06-13 10:09:09.353385,1686665349.3533845,2023-06-13 14:09:09.353,1686665349.353269,300.0,mcity-main,RemoteBSM,0,NA,NA
2023-06-13 10:13:51.981886,1686665631.9818795,2023-06-13 14:13:51.981,1686665631.981694,300.0,mcity-main,SRM,71,71,0
2023-06-13 10:13:58.001762,1686665638.00176,2023-06-13 14:13:58.1,1686665638.001553,300.0,mcity-main,SSM,284,NA,NA
2023-06-13 10:13:58.001797,1686665638.0017958,2023-06-13 14:13:58.1,1686665638.001617,300.0,mcity-main,MAP,300,NA,NA
2023-06-13 10:13:58.001811,1686665638.0018106,2023-06-13 14:13:58.1,1686665638.001653,300.0,mcity-main,SPaT,2999,NA,NA
2023-06-13 10:14:11.222781,1686665651.2227802,2023-06-13 14:14:11.222,1686665651.222622,300.0,mcity-main,RemoteBSM,0,NA,NA
2023-06-13 10:18:52.813866,1686665932.8138633,2023-06-13 14:18:52.813,1686665932.813712,300.0,mcity-main,SRM,72,72,0
2023-06-13 10:18:58.010764,1686665938.0107617,2023-06-13 14:18:58.10,1686665938.010625,300.0,mcity-main,SSM,291,NA,NA
2023-06-13 10:18:58.010795,1686665938.0107946,2023-06-13 14:18:58.10,1686665938.010678,300.0,mcity-main,MAP,300,NA,NA
2023-06-13 10:18:58.010808,1686665938.010808,2023-06-13 14:18:58.10,1686665938.010712,300.0,mcity-main,SPaT,3000,NA,NA
2023-06-13 10:19:12.049920,1686665952.049919,2023-06-13 14:19:12.49,1686665952.049779,300.0,mcity-main,RemoteBSM,0,NA,NA
2023-06-13 10:23:54.669879,1686666234.669877,2023-06-13 14:23:54.669,1686666234.669738,300.0,mcity-main,SRM,71,71,0
2023-06-13 10:23:58.020001,1686666238.0199988,2023-06-13 14:23:58.19,1686666238.019858,300.0,mcity-main,SSM,284,NA,NA
2023-06-13 10:23:58.020033,1686666238.0200322,2023-06-13 14:23:58.19,1686666238.019913,300.0,mcity-main,MAP,300,NA,NA
2023-06-13 10:23:58.020045,1686666238.0200453,2023-06-13 14:23:58.19,1686666238.019949,300.0,mcity-main,SPaT,3000,NA,NA
2023-06-13 10:24:13.889310,1686666253.8893096,2023-06-13 14:24:13.889,1686666253.889172,300.0,mcity-main,RemoteBSM,0,NA,NA
2023-06-13 10:28:55.469871,1686666535.4698691,2023-06-13 14:28:55.469,1686666535.469716,300.0,mcity-main,SRM,72,72,0
2023-06-13 10:28:58.033494,1686666538.033483,2023-06-13 14:28:58.33,1686666538.033176,300.0,mcity-main,SSM,290,NA,NA
2023-06-13 10:28:58.033650,1686666538.0336463,2023-06-13 14:28:58.33,1686666538.033381,300.0,mcity-main,MAP,300,NA,NA
2023-06-13 10:28:58.033709,1686666538.033707,2023-06-13 14:28:58.33,1686666538.033521,300.0,mcity-main,SPaT,3000,NA,NA
2023-06-13 10:29:14.713900,1686666554.7138996,2023-06-13 14:29:14.713,1686666554.713721,300.0,mcity-main,RemoteBSM,0,NA,NA
2023-06-13 10:33:57.357874,1686666837.3578715,2023-06-13 14:33:57.357,1686666837.357752,300.0,mcity-main,SRM,71,71,0
2023-06-13 10:33:58.038427,1686666838.0384243,2023-06-13 14:33:58.38,1686666838.038299,300.0,mcity-main,SSM,284,NA,NA
2023-06-13 10:33:58.038457,1686666838.0384572,2023-06-13 14:33:58.38,1686666838.038354,300.0,mcity-main,MAP,300,NA,NA
2023-06-13 10:33:58.038471,1686666838.0384707,2023-06-13 14:33:58.38,1686666838.038388,300.0,mcity-main,SPaT,3000,NA,NA
2023-06-13 10:34:16.594371,1686666856.5943704,2023-06-13 14:34:16.594,1686666856.594234,300.0,mcity-main,RemoteBSM,0,NA,NA
2023-06-13 10:38:58.047579,1686667138.0475767,2023-06-13 14:38:58.47,1686667138.047455,300.0,mcity-main,SSM,290,NA,NA
2023-06-13 10:38:58.047610,1686667138.0476093,2023-06-13 14:38:58.47,1686667138.047508,300.0,mcity-main,MAP,300,NA,NA
2023-06-13 10:38:58.047623,1686667138.047623,2023-06-13 14:38:58.47,1686667138.047543,300.0,mcity-main,SPaT,3000,NA,NA
2023-06-13 10:38:58.157786,1686667138.157784,2023-06-13 14:38:58.157,1686667138.157652,300.0,mcity-main,SRM,71,71,0
2023-06-13 10:39:19.386375,1686667159.3863742,2023-06-13 14:39:19.386,1686667159.386241,300.0,mcity-main,RemoteBSM,0,NA,NA
2023-06-13 10:43:58.056827,1686667438.0568252,2023-06-13 14:43:58.56,1686667438.056663,300.0,mcity-main,SSM,285,NA,NA
2023-06-13 10:43:58.056856,1686667438.056856,2023-06-13 14:43:58.56,1686667438.056715,300.0,mcity-main,MAP,300,NA,NA
2023-06-13 10:43:58.056870,1686667438.0568693,2023-06-13 14:43:58.56,1686667438.056756,300.0,mcity-main,SPaT,3000,NA,NA
2023-06-13 10:43:59.981791,1686667439.9817889,2023-06-13 14:43:59.981,1686667439.981659,300.0,mcity-main,SRM,72,72,0
2023-06-13 10:44:19.209532,1686667459.209531,2023-06-13 14:44:19.209,1686667459.209448,300.0,mcity-main,RemoteBSM,0,NA,NA
2023-06-13 10:48:58.066268,1686667738.0662653,2023-06-13 14:48:58.66,1686667738.06612,300.0,mcity-main,SSM,290,NA,NA
2023-06-13 10:48:58.066299,1686667738.0662992,2023-06-13 14:48:58.66,1686667738.066175,300.0,mcity-main,MAP,300,NA,NA
2023-06-13 10:48:58.066313,1686667738.0663126,2023-06-13 14:48:58.66,1686667738.066209,300.0,mcity-main,SPaT,3000,NA,NA
2023-06-13 10:49:00.877860,1686667740.8778565,2023-06-13 14:49:00.877,1686667740.87775,300.0,mcity-main,SRM,71,71,0
2023-06-13 10:49:22.117469,1686667762.117468,2023-06-13 14:49:22.117,1686667762.117283,300.0,mcity-main,RemoteBSM,0,NA,NA
2023-06-13 10:53:58.075354,1686668038.0753517,2023-06-13 14:53:58.75,1686668038.07522,300.0,mcity-main,SSM,284,NA,NA
2023-06-13 10:53:58.075386,1686668038.0753858,2023-06-13 14:53:58.75,1686668038.075275,300.0,mcity-main,MAP,300,NA,NA
2023-06-13 10:53:58.075400,1686668038.0753996,2023-06-13 14:53:58.75,1686668038.075309,300.0,mcity-main,SPaT,3000,NA,NA
2023-06-13 10:54:02.701878,1686668042.7018754,2023-06-13 14:54:02.701,1686668042.701724,300.0,mcity-main,SRM,72,72,0
2023-06-13 10:54:25.975807,1686668065.9758062,2023-06-13 14:54:25.975,1686668065.975594,300.0,mcity-main,RemoteBSM,0,NA,NA
2023-06-13 10:58:58.084615,1686668338.0846124,2023-06-13 14:58:58.84,1686668338.084471,300.0,mcity-main,SSM,290,NA,NA
2023-06-13 10:58:58.084647,1686668338.084647,2023-06-13 14:58:58.84,1686668338.084527,300.0,mcity-main,MAP,300,NA,NA
2023-06-13 10:58:58.084660,1686668338.0846603,2023-06-13 14:58:58.84,1686668338.084562,300.0,mcity-main,SPaT,3000,NA,NA
2023-06-13 10:59:03.501840,1686668343.5018365,2023-06-13 14:59:03.501,1686668343.501639,300.0,mcity-main,SRM,71,71,0
