log_timestamp_verbose,log_timestamp_posix,timestamp_verbose,timestamp_posix,temporaryId,secMark,latitude,longitude,elevation,speed,heading,type,length,width,onmap_status,position_on_map,current_approach,current_lane,current_signal_group,dist_to_stopbar
2023-07-19 16:44:59.702867,1689799499.7028754,2023-07-19 20:44:59.701,1689799499.701195,939524096,0.545,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 16:44:59.802131,1689799499.8021405,2023-07-19 20:44:59.801,1689799499.80169,939524096,0.546,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 16:44:59.901409,1689799499.9014149,2023-07-19 20:44:59.901,1689799499.901019,939524096,0.547,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 16:45:00.000928,1689799500.0009341,2023-07-19 20:45:00.0,1689799500.00051,939524096,0.548,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 16:45:00.101705,1689799500.1017163,2023-07-19 20:45:00.101,1689799500.101266,939524096,0.549,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 16:45:00.304338,1689799500.3043437,2023-07-19 20:45:00.303,1689799500.303441,939524096,0.551,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 16:45:00.409245,1689799500.4092546,2023-07-19 20:45:00.408,1689799500.408804,939524096,0.552,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 16:45:00.502112,1689799500.502119,2023-07-19 20:45:00.501,1689799500.501752,939524096,0.553,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 16:45:00.604033,1689799500.6040409,2023-07-19 20:45:00.603,1689799500.603658,939524096,0.554,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 16:45:00.707707,1689799500.7077148,2023-07-19 20:45:00.707,1689799500.707233,939524096,0.555,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 16:45:00.814216,1689799500.8142247,2023-07-19 20:45:00.813,1689799500.81378,939524096,0.556,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 16:45:00.909698,1689799500.9097066,2023-07-19 20:45:00.909,1689799500.909274,939524096,0.557,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 16:45:01.012604,1689799501.0126162,2023-07-19 20:45:01.12,1689799501.012173,939524096,0.558,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 16:45:01.118886,1689799501.1188962,2023-07-19 20:45:01.118,1689799501.118466,939524096,0.559,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 16:45:01.208506,1689799501.2085178,2023-07-19 20:45:01.208,1689799501.208073,939524096,0.56,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 16:45:01.323912,1689799501.3239233,2023-07-19 20:45:01.323,1689799501.323535,939524096,0.561,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 16:45:01.424676,1689799501.4246871,2023-07-19 20:45:01.424,1689799501.424285,939524096,0.562,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 16:45:01.517330,1689799501.5173414,2023-07-19 20:45:01.516,1689799501.516892,939524096,0.563,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 16:45:01.619187,1689799501.6191964,2023-07-19 20:45:01.618,1689799501.618781,939524096,0.564,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 16:45:01.730422,1689799501.7304313,2023-07-19 20:45:01.729,1689799501.730003,939524096,0.565,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 16:45:01.824122,1689799501.8241308,2023-07-19 20:45:01.823,1689799501.823711,939524096,0.566,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 16:45:01.929696,1689799501.9297056,2023-07-19 20:45:01.929,1689799501.929256,939524096,0.567,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 16:45:02.031286,1689799502.031295,2023-07-19 20:45:02.30,1689799502.030816,939524096,0.568,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 16:45:02.123844,1689799502.1238563,2023-07-19 20:45:02.123,1689799502.123416,939524096,0.569,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 16:45:02.232606,1689799502.232618,2023-07-19 20:45:02.232,1689799502.232145,939524096,0.57,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 16:45:02.330175,1689799502.3301852,2023-07-19 20:45:02.329,1689799502.329738,939524096,0.571,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 16:45:02.431657,1689799502.4316683,2023-07-19 20:45:02.431,1689799502.43115,939524096,0.572,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 16:45:02.529290,1689799502.5293014,2023-07-19 20:45:02.528,1689799502.528856,939524096,0.573,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 16:45:02.633859,1689799502.6338706,2023-07-19 20:45:02.633,1689799502.633433,939524096,0.574,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 16:45:02.735499,1689799502.7355309,2023-07-19 20:45:02.734,1689799502.734992,939524096,0.575,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 16:45:02.833068,1689799502.8330803,2023-07-19 20:45:02.832,1689799502.832657,939524096,0.576,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 16:45:02.939393,1689799502.939405,2023-07-19 20:45:02.938,1689799502.939003,939524096,0.577,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 16:45:03.041114,1689799503.0411239,2023-07-19 20:45:03.40,1689799503.040736,939524096,0.578,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 16:45:03.139672,1689799503.1396806,2023-07-19 20:45:03.139,1689799503.139235,939524096,0.579,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 16:45:03.241245,1689799503.2412522,2023-07-19 20:45:03.240,1689799503.240933,939524096,0.58,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 16:45:03.342711,1689799503.342719,2023-07-19 20:45:03.342,1689799503.342368,939524096,0.581,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 16:45:03.439435,1689799503.4394538,2023-07-19 20:45:03.439,1689799503.439037,939524096,0.582,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 16:45:03.542990,1689799503.5429997,2023-07-19 20:45:03.542,1689799503.542603,939524096,0.583,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 16:45:03.651662,1689799503.6516738,2023-07-19 20:45:03.651,1689799503.651194,939524096,0.584,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 16:45:03.750029,1689799503.7500396,2023-07-19 20:45:03.749,1689799503.749639,939524096,0.585,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 16:45:03.851822,1689799503.8518348,2023-07-19 20:45:03.851,1689799503.851372,939524096,0.586,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 16:45:03.958033,1689799503.9580457,2023-07-19 20:45:03.957,1689799503.957624,939524096,0.587,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
