log_timestamp_verbose,log_timestamp_posix,timestamp_verbose,timestamp_posix,minuteOfYear,msOfMinute,msgCount,regionalID,intersectionID,priorityRequestType,basicVehicleRole,laneID,eTA_Minute,eTA_Second,eTA_Duration,vehicleID,latitude,longitude,elevation,heading,speed
2023-07-19 21:05:31.140155,1689815131.1401627,2023-07-20 01:05:31.136,1689815131.136159,58067,49000,1,0,2780,1,16,5,58067,58314,4000,939524096,42.3000426,-83.698569,23.9,350.0,9.0,
2023-07-19 21:05:35.186562,1689815135.1865702,2023-07-20 01:05:35.186,1689815135.186429,58067,53000,3,0,2780,2,16,4,58067,58446,4000,939524096,42.300349,-83.6985962,23.9,358.0,9.0,
2023-07-19 21:05:39.242135,1689815139.2421412,2023-07-20 01:05:39.242,1689815139.24202,58067,57000,5,0,2780,2,16,4,58068,1000,4000,939524096,42.3006033,-83.6985991,23.9,1.0,3.0,
2023-07-19 21:05:43.285196,1689815143.285202,2023-07-20 01:05:43.285,1689815143.285073,58068,1000,7,0,2780,2,16,4,58068,5000,4000,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-07-19 21:05:47.338805,1689815147.3388102,2023-07-20 01:05:47.338,1689815147.338703,58068,5000,9,0,2780,2,16,4,58068,9000,4000,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-07-19 21:05:51.393387,1689815151.393394,2023-07-20 01:05:51.393,1689815151.39327,58068,9000,11,0,2780,2,16,4,58068,13000,4000,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-07-19 21:05:55.439144,1689815155.439151,2023-07-20 01:05:55.438,1689815155.439002,58068,13000,13,0,2780,2,16,4,58068,17000,4000,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-07-19 21:05:59.483080,1689815159.4830863,2023-07-20 01:05:59.482,1689815159.482955,58068,17000,15,0,2780,2,16,4,58068,21000,4000,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-07-19 21:06:03.541164,1689815163.5411685,2023-07-20 01:06:03.541,1689815163.541058,58068,21000,17,0,2780,2,16,4,58068,25000,4000,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-07-19 21:06:07.588610,1689815167.588616,2023-07-20 01:06:07.588,1689815167.588432,58068,25000,19,0,2780,2,16,4,58068,29000,4000,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-07-19 21:06:11.642470,1689815171.6424756,2023-07-20 01:06:11.642,1689815171.642296,58068,29000,21,0,2780,2,16,4,58068,33000,4000,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-07-19 21:06:15.680068,1689815175.6800737,2023-07-20 01:06:15.679,1689815175.679894,58068,33000,23,0,2780,2,16,4,58068,37000,4000,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-07-19 21:06:19.749444,1689815179.749449,2023-07-20 01:06:19.749,1689815179.749296,58068,37000,25,0,2780,2,16,4,58068,41000,4000,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-07-19 21:06:23.800251,1689815183.800263,2023-07-20 01:06:23.800,1689815183.800088,58068,42000,27,0,2780,2,16,4,58068,46000,4000,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-07-19 21:06:27.850039,1689815187.8500447,2023-07-20 01:06:27.849,1689815187.849874,58068,46000,29,0,2780,2,16,4,58068,50000,4000,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-07-19 21:06:31.893898,1689815191.8939044,2023-07-20 01:06:31.893,1689815191.893693,58068,50000,31,0,2780,2,16,4,58068,54000,4000,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-07-19 21:06:35.940043,1689815195.9400482,2023-07-20 01:06:35.939,1689815195.939865,58068,54000,33,0,2780,2,16,4,58068,58000,4000,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-07-19 21:06:39.999144,1689815199.9991498,2023-07-20 01:06:39.999,1689815199.999019,58068,58000,35,0,2780,2,16,4,58069,2000,4000,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-07-19 21:06:44.043077,1689815204.0430844,2023-07-20 01:06:44.42,1689815204.042799,58069,2000,37,0,2780,2,16,4,58069,6000,4000,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-07-19 21:06:48.094093,1689815208.0941079,2023-07-20 01:06:48.93,1689815208.09384,58069,6000,39,0,2780,2,16,4,58069,10000,4000,939524096,42.3006312,-83.6985982,23.9,1.0,2.0,
2023-07-19 21:06:51.442821,1689815211.4428313,2023-07-20 01:06:51.442,1689815211.442645,58069,9000,41,0,2780,3,16,1,58069,11000,4000,939524096,42.3007965,-83.6985924,23.9,1.0,8.0,
2023-07-19 21:06:59.238930,1689815219.2389352,2023-07-20 01:06:59.238,1689815219.238756,58069,17000,43,0,2780,1,16,4,58069,24336,4000,939524096,42.3001962,-83.6985865,23.9,359.0,9.0,
2023-07-19 21:07:05.306490,1689815225.3064995,2023-07-20 01:07:05.306,1689815225.306325,58069,23000,46,0,2780,2,16,4,58069,27000,4000,939524096,42.3006033,-83.6985991,23.9,1.0,3.0,
2023-07-19 21:07:09.362456,1689815229.362462,2023-07-20 01:07:09.362,1689815229.362236,58069,27000,48,0,2780,2,16,4,58069,31000,4000,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-07-19 21:07:13.410766,1689815233.4107726,2023-07-20 01:07:13.410,1689815233.410568,58069,31000,50,0,2780,2,16,4,58069,35000,4000,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-07-19 21:07:17.457367,1689815237.4573739,2023-07-20 01:07:17.457,1689815237.457161,58069,35000,52,0,2780,2,16,4,58069,39000,4000,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-07-19 21:07:21.516398,1689815241.5164099,2023-07-20 01:07:21.516,1689815241.516171,58069,39000,54,0,2780,2,16,4,58069,43000,4000,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-07-19 21:07:25.562504,1689815245.5625107,2023-07-20 01:07:25.562,1689815245.562285,58069,43000,56,0,2780,2,16,4,58069,47000,4000,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-07-19 21:07:29.614488,1689815249.614498,2023-07-20 01:07:29.614,1689815249.614249,58069,47000,58,0,2780,2,16,4,58069,51000,4000,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-07-19 21:07:33.666124,1689815253.6661317,2023-07-20 01:07:33.665,1689815253.665997,58069,51000,60,0,2780,2,16,4,58069,55000,4000,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-07-19 21:07:37.706526,1689815257.7065418,2023-07-20 01:07:37.706,1689815257.706299,58069,55000,62,0,2780,2,16,4,58069,59000,4000,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-07-19 21:07:43.789384,1689815263.7893908,2023-07-20 01:07:43.789,1689815263.789166,58070,2000,65,0,2780,2,16,4,58070,6000,4000,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-07-19 21:07:47.837367,1689815267.8373723,2023-07-20 01:07:47.837,1689815267.837174,58070,6000,67,0,2780,2,16,4,58070,10000,4000,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-07-19 21:07:51.900551,1689815271.9005587,2023-07-20 01:07:51.900,1689815271.900379,58070,10000,69,0,2780,2,16,4,58070,14000,4000,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-07-19 21:07:57.964373,1689815277.9643793,2023-07-20 01:07:57.964,1689815277.964228,58070,16000,72,0,2780,2,16,4,58070,20000,4000,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-07-19 21:08:02.028504,1689815282.0285294,2023-07-20 01:08:02.28,1689815282.028259,58070,20000,74,0,2780,2,16,4,58070,24000,4000,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-07-19 21:08:06.072884,1689815286.0728903,2023-07-20 01:08:06.72,1689815286.072767,58070,24000,76,0,2780,2,16,4,58070,28000,4000,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-07-19 21:08:10.124016,1689815290.1240227,2023-07-20 01:08:10.123,1689815290.123898,58070,28000,78,0,2780,2,16,4,58070,32000,4000,939524096,42.3006235,-83.6985984,23.9,1.0,0.0,
2023-07-19 21:08:14.171655,1689815294.1716657,2023-07-20 01:08:14.171,1689815294.171452,58070,32000,80,0,2780,2,16,4,58070,36000,4000,939524096,42.3006312,-83.6985982,23.9,1.0,2.0,
2023-07-19 21:08:17.519586,1689815297.5195942,2023-07-20 01:08:17.519,1689815297.51945,58070,35000,82,0,2780,3,16,1,58070,37000,4000,939524096,42.3007965,-83.6985924,23.9,1.0,8.0,
