log_timestamp_verbose,log_timestamp_posix,timestamp_verbose,timestamp_posix,regionalId,intersectionId,msgCount,moy,msom,v1_currState,v1_minEndTime,v1_maxEndTime,v1_elapsedTime,v2_currState,v2_minEndTime,v2_maxEndTime,v2_elapsedTime,v3_currState,v3_minEndTime,v3_maxEndTime,v3_elapsedTime,v4_currState,v4_minEndTime,v4_maxEndTime,v4_elapsedTime,v5_currState,v5_minEndTime,v5_maxEndTime,v5_elapsedTime,v6_currState,v6_minEndTime,v6_maxEndTime,v6_elapsedTime,v7_currState,v7_minEndTime,v7_maxEndTime,v7_elapsedTime,v8_currState,v8_minEndTime,v8_maxEndTime,v8_elapsedTime,p1_currState,p1_minEndTime,p1_maxEndTime,p1_elapsedTime,p2_currState,p2_minEndTime,p2_maxEndTime,p2_elapsedTime,p3_currState,p3_minEndTime,p3_maxEndTime,p3_elapsedTime,p4_currState,p4_minEndTime,p4_maxEndTime,p4_elapsedTime,p5_currState,p5_minEndTime,p5_maxEndTime,p5_elapsedTime,p6_currState,p6_minEndTime,p6_maxEndTime,p6_elapsedTime,p7_currState,p7_minEndTime,p7_maxEndTime,p7_elapsedTime,p8_currState,p8_minEndTime,p8_maxEndTime,p8_elapsedTime
2023-05-09 13:59:38.206466,1683655178.206475,2023-05-09 13:59:38.206030,1683655178.206036,0,2780,1,185399,38205,permissive_yellow,0,0,0.0,green,0,0,0.0,red,50,50,0.0,red,50,50,0.0,permissive_yellow,0,0,0.0,green,0,0,0.0,red,50,50,0.0,red,50,50,0.0,do_not_walk,0,0,0.0,do_not_walk,0,0,0.0,do_not_walk,0,0,0.0,do_not_walk,50,50,0.0,do_not_walk,0,0,0.0,do_not_walk,0,0,0.0,do_not_walk,0,0,0.0,do_not_walk,50,50,0.0,
2023-05-09 13:59:38.306210,1683655178.306219,2023-05-09 13:59:38.305739,1683655178.305745,0,2780,2,185399,38305,permissive_yellow,0,0,1,green,0,0,1,red,50,50,1,red,50,50,1,permissive_yellow,0,0,1,green,0,0,1,red,50,50,1,red,50,50,1,do_not_walk,0,0,1,do_not_walk,0,0,1,do_not_walk,0,0,1,do_not_walk,50,50,1,do_not_walk,0,0,1,do_not_walk,0,0,1,do_not_walk,0,0,1,do_not_walk,50,50,1,
2023-05-09 13:59:38.406235,1683655178.4062421,2023-05-09 13:59:38.405820,1683655178.405825,0,2780,3,185399,38405,permissive_yellow,0,0,2,green,0,0,2,red,50,50,2,red,50,50,2,permissive_yellow,0,0,2,green,0,0,2,red,50,50,2,red,50,50,2,do_not_walk,0,0,2,do_not_walk,0,0,2,do_not_walk,0,0,2,do_not_walk,50,50,2,do_not_walk,0,0,2,do_not_walk,0,0,2,do_not_walk,0,0,2,do_not_walk,50,50,2,
2023-05-09 13:59:38.506201,1683655178.5062075,2023-05-09 13:59:38.505772,1683655178.505777,0,2780,4,185399,38505,permissive_yellow,0,0,3,green,0,0,3,red,50,50,3,red,50,50,3,permissive_yellow,0,0,3,green,0,0,3,red,50,50,3,red,50,50,3,do_not_walk,0,0,3,do_not_walk,0,0,3,do_not_walk,0,0,3,do_not_walk,50,50,3,do_not_walk,0,0,3,do_not_walk,0,0,3,do_not_walk,0,0,3,do_not_walk,50,50,3,
2023-05-09 13:59:38.606213,1683655178.6062205,2023-05-09 13:59:38.605780,1683655178.605785,0,2780,5,185399,38605,permissive_yellow,0,0,4,green,0,0,4,red,50,50,4,red,50,50,4,permissive_yellow,0,0,4,green,0,0,4,red,50,50,4,red,50,50,4,do_not_walk,0,0,4,do_not_walk,0,0,4,do_not_walk,0,0,4,do_not_walk,50,50,4,do_not_walk,0,0,4,do_not_walk,0,0,4,do_not_walk,0,0,4,do_not_walk,50,50,4,
2023-05-09 13:59:38.707163,1683655178.707169,2023-05-09 13:59:38.706780,1683655178.706784,0,2780,6,185399,38706,permissive_yellow,0,0,5,green,0,0,5,red,50,50,5,red,50,50,5,permissive_yellow,0,0,5,green,0,0,5,red,50,50,5,red,50,50,5,do_not_walk,0,0,5,do_not_walk,0,0,5,do_not_walk,0,0,5,do_not_walk,50,50,5,do_not_walk,0,0,5,do_not_walk,0,0,5,do_not_walk,0,0,5,do_not_walk,50,50,5,
2023-05-09 13:59:38.806128,1683655178.8061337,2023-05-09 13:59:38.805753,1683655178.805757,0,2780,7,185399,38805,permissive_yellow,0,0,6,green,0,0,6,red,50,50,6,red,50,50,6,permissive_yellow,0,0,6,green,0,0,6,red,50,50,6,red,50,50,6,do_not_walk,0,0,6,do_not_walk,0,0,6,do_not_walk,0,0,6,do_not_walk,50,50,6,do_not_walk,0,0,6,do_not_walk,0,0,6,do_not_walk,0,0,6,do_not_walk,50,50,6,
2023-05-09 13:59:38.906151,1683655178.906156,2023-05-09 13:59:38.905767,1683655178.905771,0,2780,8,185399,38905,permissive_yellow,0,0,7,green,0,0,7,red,50,50,7,red,50,50,7,permissive_yellow,0,0,7,green,0,0,7,red,50,50,7,red,50,50,7,do_not_walk,0,0,7,do_not_walk,0,0,7,do_not_walk,0,0,7,do_not_walk,50,50,7,do_not_walk,0,0,7,do_not_walk,0,0,7,do_not_walk,0,0,7,do_not_walk,50,50,7,
2023-05-09 13:59:39.006030,1683655179.0060356,2023-05-09 13:59:39.005681,1683655179.005685,0,2780,9,185399,39005,permissive_yellow,0,0,8,green,0,0,8,red,50,50,8,red,50,50,8,permissive_yellow,0,0,8,green,0,0,8,red,50,50,8,red,50,50,8,do_not_walk,0,0,8,do_not_walk,0,0,8,do_not_walk,0,0,8,do_not_walk,50,50,8,do_not_walk,0,0,8,do_not_walk,0,0,8,do_not_walk,0,0,8,do_not_walk,50,50,8,
2023-05-09 13:59:39.106064,1683655179.106069,2023-05-09 13:59:39.105707,1683655179.105711,0,2780,10,185399,39105,permissive_yellow,0,0,9,green,0,0,9,red,50,50,9,red,50,50,9,permissive_yellow,0,0,9,green,0,0,9,red,50,50,9,red,50,50,9,do_not_walk,0,0,9,do_not_walk,0,0,9,do_not_walk,0,0,9,do_not_walk,50,50,9,do_not_walk,0,0,9,do_not_walk,0,0,9,do_not_walk,0,0,9,do_not_walk,50,50,9,
